Zone_Number,Jobs,ParkTrail,ActivityCenter,Grocery,HealthFac,SchoolU,Count
14801,981175,1469,134,147,394,801,1070
14802,897182,1330,120,131,349,689,930
14803,865604,1333,118,131,364,690,940
14804,862840,1264,111,126,320,654,891
14805,841951,1290,112,125,334,650,888
14806,796574,1186,99,115,299,605,814
14807,803168,1248,110,119,331,623,868
14808,780223,1228,102,117,310,592,830
14809,813931,1257,104,119,319,625,852
14810,782115,1187,100,115,297,598,814
14811,663630,1095,93,102,268,512,730
14812,733688,1175,103,111,312,581,823
14813,505633,888,63,75,205,390,593
14814,638085,1084,87,94,229,477,701
14815,500812,892,68,72,184,375,561
14816,454462,802,60,63,165,340,511
15001,659264,1043,84,88,219,497,695
15002,755405,1155,99,105,266,588,813
15003,737958,1127,95,105,265,560,788
15004,758056,1137,93,104,260,565,782
15005,701112,1099,89,96,236,516,736
15006,708541,1090,90,99,240,531,730
15007,593346,963,78,87,200,453,633
15201,1228953,1686,155,176,460,1000,1304
15202,1488556,1780,173,176,511,1120,1491
15203,1357136,1719,167,180,494,1092,1405
15204,1109754,1503,141,154,405,938,1232
15205,1204478,1595,149,166,438,998,1302
15206,1087820,1501,143,158,402,913,1193
15207,1147405,1581,152,170,435,986,1260
15208,1063554,1462,133,150,386,909,1195
15209,1019432,1391,130,143,382,854,1135
15210,998101,1390,130,141,377,840,1120
15211,993763,1416,137,147,381,857,1121
15212,1143329,1549,147,163,435,941,1225
15213,987551,1386,132,139,377,830,1101
15214,1130336,1567,143,165,434,917,1202
15215,950112,1328,125,138,361,790,1054
15216,972207,1386,131,147,376,834,1091
15217,1055219,1484,138,155,401,882,1154
15218,1093310,1512,141,156,410,876,1158
15219,986999,1417,136,145,389,835,1107
15220,1100603,1539,139,158,416,876,1173
15221,964286,1393,130,142,385,804,1068
15222,1029284,1484,135,150,390,846,1133
15223,1693025,1960,189,204,577,1254,1655
15224,1746308,2056,197,209,602,1303,1707
15225,1678719,1969,194,198,554,1259,1660
15226,1422384,1879,172,193,524,1160,1500
15227,1466165,1892,175,191,528,1178,1516
15228,1285965,1739,159,184,477,1078,1380
15229,1405283,1868,177,199,539,1170,1496
15230,1498595,1902,181,197,562,1192,1541
15231,1336957,1807,165,189,499,1108,1431
15232,1373267,1844,173,191,532,1131,1464
15233,1394866,1870,175,192,535,1151,1485
15234,1416990,1879,176,193,550,1161,1501
15235,1316337,1771,161,188,492,1074,1399
15236,1367055,1840,172,187,527,1126,1457
15237,1297305,1765,166,182,494,1075,1391
15238,1289289,1760,166,180,498,1057,1391
15239,1232114,1695,155,175,473,1010,1327
15240,1157536,1630,147,167,434,936,1244
15241,1178843,1657,150,166,442,956,1272
15242,1198916,1666,154,169,454,977,1302
15243,1162427,1624,150,166,442,932,1262
15244,1098380,1580,142,159,423,877,1190
15245,1096987,1572,146,154,419,873,1187
15246,1086948,1561,142,158,418,869,1171
15247,1033467,1510,137,150,408,820,1128
15248,1018132,1505,133,154,404,821,1109
15249,978951,1477,134,149,395,789,1088
15401,936924,1338,118,137,349,769,1049
15402,954963,1359,119,139,357,797,1072
15403,1005700,1425,123,145,366,846,1139
15404,1000050,1415,123,145,371,841,1129
15405,963500,1391,119,140,352,802,1095
15406,939853,1373,121,139,359,774,1058
15407,972741,1393,119,142,354,814,1097
15408,931269,1362,126,138,359,765,1045
15409,949382,1363,116,139,338,776,1062
15410,912342,1332,113,134,335,731,1018
15411,907658,1322,119,133,341,726,1005
15412,897533,1301,112,133,325,721,999
15413,886799,1289,113,123,312,719,999
15414,856733,1269,108,120,295,673,947
15415,873773,1294,113,128,325,676,926
15416,813257,1202,104,114,279,649,901
15417,808088,1206,103,115,286,616,862
15418,950867,1407,125,140,370,774,1057
15419,938301,1381,122,140,365,752,1020
15601,2107905,2334,245,248,683,1643,2122
15602,2074960,2271,232,235,669,1594,2060
15603,2196371,2450,254,256,699,1692,2189
15604,2203488,2455,252,248,698,1688,2179
15605,2198113,2436,245,242,699,1662,2151
15606,2261810,2535,261,260,714,1736,2250
15607,2136986,2360,237,236,678,1618,2095
15608,2270692,2545,260,260,719,1734,2253
15609,2290026,2554,262,257,731,1740,2255
15610,2218748,2463,246,245,708,1677,2168
15611,2308235,2587,263,258,736,1746,2267
15612,2112732,2302,237,232,674,1568,2035
15613,2031629,2206,228,225,646,1505,1962
15614,2297940,2581,263,255,742,1738,2252
15615,2020265,2228,229,223,634,1504,1956
15616,2015926,2222,228,224,636,1496,1945
15617,2306325,2590,261,255,742,1754,2260
15618,2111746,2348,240,235,671,1567,2050
15619,1940591,2135,217,216,600,1414,1859
15620,2269507,2544,258,251,731,1693,2208
15621,2053079,2280,237,231,638,1494,1964
15622,2040845,2279,233,229,641,1475,1954
15623,1907542,2133,215,216,594,1401,1847
15624,2198302,2471,251,244,707,1618,2119
15625,1981779,2193,220,220,608,1438,1897
15626,2069876,2310,241,233,644,1507,1983
15627,2211025,2496,252,244,712,1627,2135
15628,2081992,2329,242,232,657,1512,1992
15629,1917358,2177,216,218,606,1411,1861
15630,1968395,2272,226,225,631,1454,1926
15631,1873622,2178,215,217,611,1399,1837
15632,1929263,2243,223,220,612,1421,1891
15633,1900755,2191,217,218,596,1389,1852
15634,1785958,2003,200,202,567,1301,1711
15635,1820110,2105,212,210,583,1350,1768
15636,1834569,2081,209,205,576,1342,1774
15637,1702424,1920,188,194,545,1240,1625
15801,1855365,2109,210,213,589,1371,1816
15802,1860483,2118,210,209,583,1359,1807
15803,1933304,2210,218,222,608,1423,1887
15804,1787695,2001,202,207,571,1323,1738
15805,1737916,1948,200,206,557,1329,1735
15806,1820444,2020,206,207,577,1363,1793
15807,1646244,1818,185,189,530,1238,1609
15808,1731588,1941,195,200,556,1296,1708
15809,1964349,2241,228,225,620,1448,1914
15810,1869929,2132,212,216,588,1381,1833
15811,1681426,1869,193,194,546,1267,1653
15812,1827642,2063,207,211,578,1360,1792
15813,2013290,2302,236,229,644,1485,1963
15814,1952169,2205,221,222,604,1429,1899
15815,1595522,1759,179,184,515,1182,1559
15816,1825618,2053,205,211,575,1356,1792
15817,1946211,2224,224,224,617,1431,1892
15818,1729836,1926,194,200,555,1287,1702
15819,1815580,2042,204,209,576,1339,1770
15820,1844068,2099,208,213,581,1352,1803
15821,1734521,1938,197,200,556,1297,1710
15822,1703963,1896,194,192,550,1252,1656
15823,1492245,1726,170,178,508,1106,1473
15824,1411133,1665,166,173,490,1076,1417
15825,1073252,1458,126,149,391,892,1178
15826,1136792,1529,137,153,407,956,1249
15827,1049678,1447,127,146,382,876,1168
15828,1927491,2207,217,221,606,1420,1882
16001,966429,1300,122,134,345,782,1053
16002,897129,1221,114,125,317,732,979
16003,1268208,1606,151,167,445,1029,1343
16004,1281046,1611,154,170,455,1034,1351
16005,1223148,1561,147,162,431,995,1302
16006,983683,1313,123,132,355,787,1072
16007,981255,1311,123,133,353,784,1077
16008,1161225,1518,142,161,422,964,1269
16009,1588405,1746,176,181,512,1177,1549
16010,1132230,1481,134,154,409,950,1236
16011,1470550,1647,166,169,478,1105,1445
16012,1186642,1495,142,155,418,970,1270
16013,1072786,1422,129,149,382,891,1184
16014,1527126,1690,169,175,495,1141,1503
16015,1651952,1833,190,189,538,1233,1623
16016,1181153,1527,141,158,418,987,1290
16017,1057483,1402,129,147,381,851,1159
16018,1179654,1491,141,155,415,967,1255
16019,1077649,1439,132,149,398,902,1192
16020,1114485,1471,134,151,404,919,1227
16021,1077186,1441,131,147,397,886,1187
16022,1013001,1365,128,140,363,811,1111
16023,1459475,1676,165,177,495,1094,1443
16024,1221844,1532,146,157,428,986,1297
16025,1302369,1574,152,161,450,1022,1337
16026,1086295,1471,129,149,392,910,1199
16027,988156,1365,128,141,357,830,1102
16028,1109356,1489,132,150,397,935,1221
16029,995160,1361,125,137,364,816,1097
16030,1033862,1397,130,141,376,821,1135
16031,995667,1378,126,142,364,837,1108
16032,943138,1321,121,131,339,776,1042
16033,946154,1321,121,130,344,774,1045
16034,965381,1358,121,141,350,823,1080
16035,1092955,1479,133,149,394,919,1205
16036,1198317,1508,144,151,422,957,1253
16037,1056276,1442,129,145,377,896,1172
16038,965034,1379,119,141,346,807,1090
16039,945282,1346,120,136,330,788,1059
16040,1051873,1402,128,145,381,854,1148
16041,1028419,1377,127,139,371,834,1128
16042,1088928,1452,135,153,399,890,1197
16043,1044818,1403,131,147,377,858,1150
16044,1413890,1713,166,178,495,1100,1455
16045,1370425,1684,162,175,489,1086,1429
16046,1566595,1829,181,186,525,1176,1564
16047,942509,1321,120,129,329,783,1054
16048,948613,1346,119,135,335,805,1071
16201,1864544,2026,215,210,597,1413,1834
16202,1905511,2075,219,211,611,1434,1870
16203,1915999,2109,215,212,603,1428,1881
16204,1890119,2059,215,210,600,1421,1849
16205,1822079,2055,209,209,589,1383,1811
16206,1916282,2126,216,214,607,1414,1874
16207,1830663,1988,208,207,582,1372,1795
16208,1912596,2089,215,213,609,1432,1873
16209,1903877,2184,218,216,603,1429,1884
16210,1865213,2121,214,213,592,1408,1827
16211,1781214,1924,204,201,560,1339,1745
16212,1900441,2172,218,220,603,1419,1878
16213,1872191,2039,211,208,593,1399,1834
16214,1752969,1931,202,201,558,1325,1725
16215,1802533,2030,205,207,571,1331,1753
16216,1850805,2025,206,207,577,1368,1810
16217,1747550,1960,200,204,556,1316,1733
16218,1733628,1941,196,200,555,1264,1702
16219,1725765,1952,198,205,550,1271,1679
16220,1718991,1944,196,205,546,1260,1667
16221,1713140,1919,194,195,548,1278,1689
16222,1591822,1763,175,185,518,1165,1555
16223,1369055,1677,162,175,489,1085,1425
16224,1505886,1719,171,181,494,1129,1498
16225,1309135,1579,155,162,448,1030,1351
16226,1363594,1579,154,164,457,1042,1366
16227,1274512,1543,149,160,440,1013,1322
16228,1283508,1533,151,160,440,1007,1322
18001,966124,1285,118,127,314,772,1047
18002,968071,1281,117,130,319,768,1046
18003,940941,1261,116,123,303,756,1019
18004,956953,1267,118,132,325,764,1036
18006,1031588,1346,125,140,352,816,1105
18007,941187,1251,114,127,315,743,1017
18008,1025922,1339,125,140,352,810,1101
18009,905194,1223,111,121,299,723,980
18010,1021772,1363,126,144,362,821,1104
18011,925267,1237,115,129,318,738,1004
18012,890249,1195,108,117,293,700,955
18013,1020251,1347,123,144,354,822,1102
18014,1026786,1372,126,144,362,827,1112
18015,1044133,1383,127,148,367,834,1125
18016,962067,1274,117,133,331,770,1037
18017,980556,1312,119,133,346,778,1056
18018,1001687,1343,122,141,352,805,1082
18019,907105,1217,109,124,310,717,985
18020,987691,1319,121,136,349,785,1066
18021,1013424,1350,124,143,354,814,1096
18022,879788,1192,108,116,292,703,955
18023,942557,1260,113,127,332,751,1023
18024,965207,1297,117,131,344,771,1049
18025,921130,1267,116,128,330,733,1002
18026,923857,1238,113,125,326,737,1005
18027,932209,1258,116,127,330,741,1013
18028,879248,1193,107,117,298,701,954
18029,927624,1261,115,127,329,739,1007
18030,928229,1263,115,130,328,734,1004
18031,890938,1206,112,122,314,704,974
18032,896498,1203,109,122,315,713,973
18033,865831,1200,110,120,304,688,950
18034,896067,1243,115,126,317,709,984
18035,890094,1246,115,125,317,706,986
18036,858367,1182,111,118,300,688,952
18037,857647,1184,109,117,298,681,941
18038,889056,1203,111,122,310,703,972
18039,838266,1190,111,114,292,680,925
18040,854620,1166,108,117,296,685,948
18041,863760,1225,113,120,304,698,959
18201,601478,903,69,72,164,467,665
18202,661367,957,76,78,196,509,718
18203,937836,1268,118,121,300,760,998
18204,797972,1094,96,101,243,608,840
18205,601295,900,69,68,160,467,667
18206,760829,1077,93,95,251,598,807
18207,775241,1074,97,101,238,601,823
18208,733598,1018,89,92,221,562,777
18209,637007,933,75,74,186,490,704
18210,990732,1334,126,132,321,804,1058
18211,780079,1078,97,101,239,604,832
18212,928601,1243,113,121,299,739,1001
18213,754135,1046,90,95,231,574,810
18214,927145,1253,115,118,296,745,986
18215,867355,1172,112,112,268,677,910
18216,945338,1270,119,123,304,768,1012
18217,746698,1039,94,94,235,574,804
18218,727993,1036,86,91,223,566,786
18219,897501,1227,108,114,282,724,959
18220,889637,1201,112,113,278,704,937
18221,901130,1222,111,116,289,718,964
18222,892971,1202,111,115,285,704,947
18223,663946,974,77,80,200,513,735
18224,577490,896,67,67,158,457,657
18225,860335,1183,105,110,274,687,919
18226,625558,939,70,76,180,492,699
18227,724856,1038,85,92,222,568,786
18228,779508,1092,96,100,248,610,834
18229,662382,976,78,81,194,522,739
18230,839754,1146,104,112,275,665,896
18231,833443,1140,99,111,266,656,887
18232,589845,901,67,70,163,474,663
18233,851728,1156,105,113,285,672,916
18234,855822,1157,107,110,264,660,897
18235,702326,1011,83,88,210,553,766
18236,821489,1132,100,107,265,652,875
18237,628945,939,71,76,182,495,701
18238,828891,1144,104,109,283,661,916
18239,782055,1090,97,101,244,608,838
18240,747386,1056,92,94,235,584,810
18241,806940,1120,97,105,262,631,868
18242,636169,944,78,79,188,514,712
18401,419022,685,54,42,90,343,495
18402,386613,636,48,41,81,315,455
18403,400622,654,50,40,89,326,470
18404,401835,657,51,42,87,325,475
18405,416250,666,50,41,97,329,482
18406,334765,525,35,32,69,252,375
18407,382369,610,49,39,81,302,446
18408,404296,645,47,37,89,309,463
18409,390944,628,50,39,82,312,457
18410,388608,636,48,38,82,304,456
18411,364731,579,44,36,73,284,420
18412,330539,517,34,30,68,240,368
18413,375288,614,47,36,79,302,440
18414,380757,625,47,37,80,305,446
18415,394235,641,49,38,87,309,460
18416,381660,627,48,38,79,309,452
18417,392581,630,49,40,86,309,457
18418,678215,952,86,87,206,509,734
18419,627325,907,74,75,189,477,692
18420,637932,920,75,76,192,487,703
18421,538941,832,66,66,143,431,619
18422,629074,914,74,76,189,485,696
18423,587375,888,68,69,162,468,664
18424,498510,789,62,57,121,405,579
18425,591288,906,68,69,164,475,665
18426,542230,838,66,65,142,431,622
18427,550669,866,65,66,141,444,638
18428,462470,741,56,51,105,374,546
18429,560808,883,68,65,146,447,645
18430,528123,847,63,61,130,425,614
18431,465996,753,56,50,108,372,545
18601,531372,835,61,64,140,430,603
18602,507450,804,59,60,131,412,582
18603,462061,739,50,52,103,366,523
18604,414563,678,47,44,88,325,476
18605,408315,674,48,45,92,315,469
18606,430386,707,48,46,95,338,498
18607,394372,650,47,43,85,300,455
18608,413783,681,48,45,91,316,475
18609,404936,667,48,44,90,308,465
18610,384502,628,46,41,82,294,440
18611,396584,660,47,44,86,301,458
18612,380461,629,44,42,81,290,436
18613,453550,722,50,50,103,359,510
18614,375346,627,44,40,79,283,436
18615,368560,601,44,40,78,278,421
18616,384541,645,44,41,81,293,446
18617,348012,558,39,36,75,256,382
18618,344418,552,39,32,73,250,378
18619,357191,572,39,37,76,270,403
18620,565129,871,67,67,149,466,642
18621,446819,736,54,48,104,362,526
18622,454364,748,54,48,104,365,531
18623,406921,654,47,43,89,319,471
18624,429744,704,51,46,98,344,505
18625,421016,683,48,46,96,329,490
18626,582716,882,69,71,166,475,661
18627,457120,750,54,48,105,366,536
18628,385099,612,43,39,84,290,436
18629,589111,892,73,73,169,484,665
18630,398361,636,45,43,86,305,456
18631,502624,787,58,57,130,398,572
18632,535638,838,61,67,141,433,612
18633,414954,679,47,44,88,329,484
18634,426171,697,47,45,92,334,496
18635,480131,770,56,54,111,381,556
18636,449794,730,50,49,103,357,528
18801,779401,1104,102,101,268,635,864
18802,781484,1111,103,106,268,631,850
18803,784256,1114,103,106,270,636,855
18804,823873,1181,110,113,292,673,916
18805,874632,1232,116,122,313,710,972
18806,779895,1102,101,101,270,631,859
18807,753683,1100,101,103,254,623,837
18808,738876,1078,95,100,244,611,813
18809,802362,1161,110,110,282,668,895
18810,772920,1090,101,100,268,627,851
18811,896764,1270,118,123,314,740,1005
18812,724286,1057,94,99,238,593,798
18813,877397,1260,116,122,307,722,986
18814,768920,1111,106,105,267,631,847
18815,716671,1053,94,98,236,591,798
18816,825619,1189,112,118,288,676,930
18817,772679,1120,105,104,267,637,856
18818,779180,1165,106,110,272,642,881
18819,796737,1127,102,104,271,652,895
18820,814140,1127,102,106,277,653,907
18821,750000,1069,99,98,256,606,833
18822,757034,1072,101,99,262,612,836
18823,747402,1071,93,93,248,600,830
18824,590723,905,74,74,171,492,671
18825,746156,1084,94,93,246,598,830
18826,678453,1000,90,86,220,558,756
18827,726888,1064,94,92,244,588,807
18828,707389,1024,91,87,229,570,784
18829,591373,897,73,74,169,487,672
18830,698804,1014,91,87,226,564,777
18831,713403,1037,92,90,231,579,794
18832,565998,872,65,73,162,466,639
18833,615373,928,75,78,178,497,680
18834,682956,1009,91,88,216,556,761
19001,744449,1081,101,102,252,612,823
19002,770133,1147,105,107,267,626,864
19003,769361,1112,106,105,267,631,853
19004,764311,1163,102,102,263,624,859
19005,735299,1085,99,101,248,597,813
19006,688780,1030,90,93,232,561,759
19007,683008,1020,93,90,234,550,755
19008,718924,1086,99,98,247,579,796
19009,589975,890,71,71,175,472,648
19010,671340,1028,89,89,225,531,726
19011,655629,975,84,87,213,520,713
19012,623812,928,75,79,189,495,677
19013,651329,964,81,87,212,513,700
19014,479423,772,51,57,115,380,534
19015,569233,877,66,70,174,443,613
19016,466620,762,54,52,107,366,509
19017,519967,844,57,63,149,405,556
19018,508571,830,60,58,138,396,556
19019,486590,804,56,58,124,382,537
19020,469928,770,55,55,108,369,523
19021,432121,731,52,48,98,339,490
19022,395650,662,49,44,92,296,431
19023,391455,656,48,43,90,293,435
19024,665852,989,87,87,218,530,726
20001,1685612,1801,195,180,523,1322,1675
20002,1675451,1792,191,177,516,1320,1667
20003,1144683,1561,144,155,384,952,1256
20004,1045091,1415,132,141,354,859,1122
20005,1084233,1466,135,148,367,891,1166
20006,1039963,1406,128,139,345,852,1105
20007,1093083,1493,136,150,364,905,1180
20008,1049095,1434,129,141,345,867,1121
20009,1028799,1386,128,135,337,837,1088
20010,970209,1300,123,129,316,778,1023
20011,943126,1277,120,125,299,749,997
20012,911693,1236,119,122,291,716,963
20013,1549452,1790,177,165,451,1203,1577
20014,1603528,1809,185,173,485,1250,1612
20015,1457459,1727,173,165,435,1154,1502
20016,1631798,1866,190,178,501,1278,1643
20017,1695089,1848,193,179,520,1308,1677
20018,1643554,1906,189,181,499,1300,1681
20019,1627401,1850,188,178,506,1265,1634
20020,1717694,1871,197,185,537,1329,1699
20021,1705300,1941,197,186,542,1341,1731
20022,1697798,1929,195,186,540,1328,1720
20023,1706925,1900,193,183,533,1317,1707
20024,1646876,1876,181,187,515,1253,1636
20025,1702058,1932,196,184,542,1337,1722
20026,1689838,1918,193,183,539,1314,1712
20027,1655448,1884,182,188,519,1256,1642
20028,1703172,1937,193,189,536,1311,1724
20029,1709768,1935,191,195,537,1289,1694
20030,1557833,1779,175,183,494,1186,1530
20031,1966775,2266,239,239,653,1685,2190
20032,1894542,2183,227,224,634,1620,2101
20033,2000426,2315,248,246,665,1717,2217
20034,1775579,2025,211,212,578,1517,1949
20035,1948691,2259,238,236,641,1661,2152
20036,1966392,2260,238,241,650,1678,2162
20037,1929432,2207,230,230,643,1631,2101
20038,1908035,2156,225,227,640,1620,2078
20039,1834977,2094,217,221,610,1575,2010
20040,1710131,1819,196,180,539,1358,1712
20041,1717972,1847,197,183,547,1376,1738
20042,1712249,1842,199,180,550,1361,1729
20043,1814407,2079,218,214,585,1532,1981
20044,1863604,2135,223,222,596,1578,2023
20045,1820394,2043,210,200,582,1506,1941
20046,1715979,1891,194,183,538,1381,1771
20047,1846202,2086,215,202,594,1526,1967
20048,1803626,2001,208,201,586,1477,1892
20049,1831067,2083,221,217,604,1566,1998
20050,1753143,1935,206,198,581,1471,1861
20051,1722066,1867,198,188,535,1367,1735
20052,1695491,1830,195,180,525,1325,1688
20053,1682449,1803,193,180,522,1309,1663
20054,1145805,1557,144,155,401,949,1252
20055,1518853,1823,174,180,495,1177,1544
20056,1520440,1891,179,184,511,1207,1575
20057,1490730,1916,180,190,516,1213,1583
20058,1587073,1916,186,192,529,1227,1614
20059,1547176,1945,183,192,523,1229,1618
20060,1412212,1862,175,185,492,1154,1508
20061,1381648,1828,167,183,480,1137,1482
20062,1362953,1797,166,180,472,1118,1460
20063,1366403,1795,165,180,473,1122,1459
20064,1359432,1711,161,171,468,1106,1420
20065,1309514,1749,161,176,455,1086,1421
20066,2010897,2326,246,245,665,1724,2221
20067,2002421,2311,242,245,668,1717,2200
20068,1978230,2284,241,242,658,1701,2183
20069,2020998,2332,244,247,673,1719,2218
20070,1995196,2301,243,243,664,1713,2189
20071,1997203,2289,240,241,669,1689,2168
20072,1792439,1982,207,197,579,1475,1877
20073,1779431,1954,207,199,575,1461,1864
20074,1760820,1937,205,196,570,1443,1838
20075,1762132,1932,201,191,566,1440,1820
20076,1751023,1911,203,195,563,1431,1813
20077,1950898,2249,235,234,655,1664,2134
20078,1527590,1747,175,159,439,1196,1562
20079,1527251,1744,178,160,442,1209,1558
20080,1558471,1775,181,163,464,1247,1585
20081,1624173,1782,186,167,478,1265,1622
20082,1630859,1772,184,168,489,1266,1623
20083,1540410,1749,178,160,454,1215,1566
20084,1621142,1777,186,169,484,1254,1612
20085,1653470,1796,188,174,504,1289,1646
20086,1582355,1801,185,168,470,1241,1610
20087,1619236,1803,187,172,490,1260,1623
20088,1713956,1854,202,181,534,1350,1718
20089,1675071,1822,192,179,507,1300,1665
20090,1709695,1852,197,182,526,1343,1703
20091,1726176,1873,198,183,533,1362,1725
20201,761837,989,88,79,214,689,928
20202,1178460,1261,125,116,330,960,1279
20203,963159,1076,105,93,254,788,1041
20204,1017893,1130,110,106,282,847,1113
20205,1233470,1334,132,119,353,1007,1341
20206,1239068,1333,132,122,358,1008,1345
20207,1450242,1587,154,150,440,1212,1602
20208,1381282,1495,146,142,408,1153,1505
20209,1365906,1471,145,140,407,1144,1486
20210,1484188,1630,156,153,449,1240,1646
20211,1328824,1436,139,131,390,1082,1427
20212,1582481,1757,173,172,484,1338,1757
20213,1506323,1652,159,154,454,1249,1661
20214,1502065,1642,159,154,454,1244,1651
20215,1729880,1978,200,201,545,1481,1932
20216,1664205,1866,182,182,526,1412,1843
20217,1580189,1769,171,166,490,1313,1740
20218,1341218,1438,139,127,379,1052,1403
20219,1481711,1623,160,152,440,1227,1602
20220,1779664,2050,209,206,559,1514,1989
20221,1678779,1892,186,186,527,1432,1855
20222,1750757,2008,199,199,548,1481,1945
20223,1933606,2279,237,234,622,1655,2166
20224,1976746,2308,244,239,644,1681,2210
20225,1971882,2312,243,236,643,1683,2210
20226,1942674,2276,244,238,642,1668,2193
20227,1974198,2312,240,236,646,1678,2204
20228,1967767,2290,243,238,641,1676,2194
20229,1976136,2285,243,241,660,1684,2203
20230,2027366,2354,253,250,671,1718,2256
20231,572384,871,71,65,161,558,736
20232,911769,1047,94,83,230,731,994
20233,535405,826,59,62,145,528,707
20234,960769,1104,99,90,246,782,1051
20235,908396,1065,92,81,225,733,997
20236,789935,1054,85,81,218,697,940
20237,1071797,1222,115,108,292,893,1175
20238,1243492,1403,130,124,351,1005,1348
20239,1173485,1353,124,118,320,958,1284
20240,1316796,1510,137,134,375,1068,1427
20241,1246903,1444,133,128,347,1016,1347
20242,1169691,1349,124,118,315,928,1245
20243,1187106,1341,120,118,307,932,1219
20244,1154112,1334,115,114,304,910,1193
20245,653013,940,75,66,179,612,819
20246,620710,922,70,64,177,586,792
20247,1929301,2270,234,232,622,1647,2150
20248,1903509,2237,233,224,608,1630,2126
20249,1942640,2284,236,229,628,1655,2163
20250,1890790,2219,229,219,598,1613,2100
20251,1876100,2191,225,218,595,1600,2077
20252,1904101,2235,233,228,631,1636,2130
20253,1827479,2096,216,200,569,1530,1992
20254,1858501,2157,224,217,588,1573,2045
20255,1787294,2044,213,213,582,1522,1959
20256,1809391,2076,208,194,566,1507,1958
20257,1814488,2055,212,199,576,1514,1956
20258,1764300,1995,199,188,549,1461,1881
20259,1681373,1907,196,176,503,1373,1776
20260,1654571,1858,192,171,499,1343,1732
20261,1803136,2069,211,205,559,1516,1998
20262,1838460,2121,219,211,581,1557,2046
20263,1517321,1699,164,153,447,1256,1628
20264,1677105,1893,189,182,525,1409,1843
20265,1536577,1709,170,159,470,1272,1661
20266,1891706,2212,229,222,605,1608,2109
20267,1813214,2081,214,207,568,1531,2009
20268,1468198,1623,158,154,425,1183,1547
20269,1570178,1760,178,169,482,1298,1686
20270,1894738,2225,229,222,607,1615,2117
20271,1656349,1852,185,180,521,1391,1806
20272,1880955,2198,227,218,599,1599,2086
20273,1525796,1682,165,155,422,1204,1559
20274,1596812,1759,180,164,465,1290,1669
20275,1833884,2126,219,209,574,1559,2027
20276,1694411,1917,194,181,512,1399,1823
20277,1618382,1820,180,166,465,1312,1701
20278,1578835,1764,177,164,453,1261,1644
20279,1828796,2127,212,203,564,1534,2004
20280,1759450,1997,202,186,541,1467,1902
20281,1638177,1858,184,167,477,1326,1722
20282,1708249,1941,197,175,505,1366,1782
20283,1671457,1892,187,173,487,1338,1740
20401,982382,1301,115,108,274,811,1053
20402,988167,1366,117,113,293,834,1079
20403,1120366,1429,129,121,326,903,1177
20404,952343,1350,117,110,273,819,1063
20405,1214267,1531,144,130,353,982,1272
20406,1431182,1638,157,150,400,1141,1494
20407,1553959,1728,168,159,438,1218,1591
20408,1580948,1769,175,163,454,1244,1624
20409,1484114,1708,170,157,419,1176,1530
20410,1533615,1746,165,157,434,1214,1585
20411,1430384,1635,157,150,395,1140,1502
20412,1360983,1553,152,143,371,1081,1413
20413,1286215,1442,137,135,340,986,1293
20414,1385779,1598,153,146,389,1096,1437
20415,1322498,1502,141,138,359,1012,1328
20416,1386470,1595,154,146,380,1093,1432
20417,1389725,1578,156,148,384,1065,1394
20418,1433029,1651,164,151,403,1126,1473
20419,1449248,1636,166,150,410,1112,1452
20420,1481075,1700,175,155,423,1163,1521
20421,1290925,1542,152,137,365,1020,1315
20422,1398264,1634,166,153,405,1090,1423
20423,638502,943,66,67,162,577,774
20424,635137,969,67,70,164,561,773
20425,490642,733,48,58,132,440,613
20426,475570,705,47,56,130,428,595
20427,584819,889,61,68,153,512,708
20428,348492,518,34,43,107,306,449
20429,832556,1164,86,83,227,716,956
20430,567311,847,60,65,151,490,676
20431,689083,1045,75,79,176,597,804
20432,919732,1267,105,99,250,771,1027
20433,737052,1103,86,86,194,641,864
20434,1149396,1390,127,121,300,907,1175
20435,931274,1289,108,101,256,780,1036
20436,1508258,1736,170,157,419,1172,1538
20437,1540636,1784,175,165,440,1203,1589
20438,1520465,1747,176,165,435,1176,1553
20439,1596429,1836,182,168,467,1261,1647
20440,1618432,1853,182,173,472,1262,1662
20441,1431975,1712,171,162,428,1148,1487
20442,1556234,1779,176,169,449,1212,1578
20601,753404,1053,93,95,234,582,796
20602,947680,1288,120,124,308,751,1007
20603,707599,991,89,88,217,536,748
20604,810652,1096,103,102,256,624,843
20605,885288,1177,114,115,277,679,914
20606,898616,1192,116,120,286,692,929
20607,1165384,1580,148,151,386,973,1252
20608,912000,1241,118,118,288,714,960
20609,1146074,1558,143,150,380,949,1227
20610,1159556,1578,148,155,400,966,1265
20611,1018738,1369,124,136,336,835,1082
20612,1083710,1491,137,147,363,903,1167
20613,1174082,1584,147,157,404,972,1276
20614,1211694,1635,150,162,418,1009,1317
20615,466951,728,55,53,109,366,532
20616,279866,508,28,32,66,241,381
20617,644867,931,77,76,172,503,693
20618,479163,766,57,54,107,385,551
20619,351447,614,41,41,78,299,436
20620,443340,738,54,49,100,373,529
20621,611340,893,75,75,155,480,663
20622,440113,729,53,49,99,366,526
20623,480894,783,59,55,113,398,566
20624,633123,926,76,78,173,501,696
20625,422200,707,52,49,94,361,508
20626,444108,731,57,50,101,377,525
20627,521475,816,64,60,125,421,589
20628,315664,495,34,41,103,288,424
