Zone_Number,Jobs,ParkTrail,ActivityCenter,Grocery,HealthFac,SchoolU,Count
7828,1706326,1936,204,204,568,1258,1817
7829,1723939,1968,209,205,574,1273,1835
8001,1735996,1962,207,207,559,1329,1888
8002,1772998,2007,211,210,596,1331,1910
8003,1803402,2041,215,216,605,1372,1958
8004,1842078,2078,219,221,621,1407,2002
8005,1856339,2125,225,224,640,1414,2008
8006,1927757,2190,234,234,663,1472,2099
8007,1888198,2163,229,232,648,1443,2054
8008,1980993,2279,242,246,698,1520,2161
8009,1835806,2115,226,224,631,1390,1998
8010,1848910,2131,232,225,645,1405,2003
8011,2028134,2347,254,254,715,1576,2229
8012,1724745,1967,208,205,574,1272,1843
8013,2016931,2334,250,252,710,1568,2214
8014,1927695,2229,239,239,682,1472,2094
8015,1962383,2287,244,245,694,1517,2152
8016,2045636,2417,261,258,718,1591,2261
8017,2102904,2495,266,263,727,1653,2314
8018,1601950,1905,202,207,560,1219,1755
8019,2051114,2426,262,257,718,1599,2257
8020,2050156,2422,262,258,725,1609,2267
8021,2017369,2376,254,253,714,1570,2225
8022,1760456,2035,217,212,605,1319,1908
8023,1931539,2247,240,241,690,1478,2112
8024,1958069,2291,245,248,693,1509,2149
8025,1353363,1784,186,189,496,1129,1588
8026,2077701,2456,266,264,732,1627,2285
8027,1678815,1936,208,202,566,1257,1799
8028,1983315,2337,255,253,706,1543,2178
8201,1059704,1460,153,148,383,836,1216
8202,919954,1301,123,122,311,671,1029
8203,839156,1228,114,110,277,600,931
8204,850057,1244,115,112,279,608,941
8205,754578,1130,90,91,242,536,844
8206,974799,1366,130,129,343,728,1098
8207,1007944,1413,139,137,368,768,1148
8208,961872,1355,129,131,338,727,1077
8209,959811,1348,128,128,331,715,1078
8210,941987,1333,125,129,328,699,1053
8211,867748,1270,118,113,288,625,957
8212,1572550,1869,198,197,538,1199,1711
8213,1218957,1692,175,181,463,1041,1464
8214,1401390,1745,188,187,493,1104,1547
8215,1213615,1675,173,179,454,1024,1445
8216,1134989,1588,162,168,424,924,1332
8217,1006622,1403,141,134,361,763,1142
8218,1203425,1687,171,180,450,1018,1439
8219,898520,1286,122,117,299,658,1008
8401,609484,936,71,66,165,422,682
8402,565927,864,61,60,149,391,624
8403,631297,952,72,72,173,439,695
8404,595336,910,68,68,160,412,657
8405,621881,936,72,70,171,429,682
8406,624116,927,76,70,187,432,732
8407,523927,778,57,58,132,352,610
8408,628420,959,75,70,188,435,738
8409,472505,684,49,52,115,321,569
8410,568197,877,63,63,150,378,659
8411,705488,1052,83,78,218,490,776
8412,638854,963,77,70,185,435,705
8413,699785,1060,83,79,214,489,779
8414,667722,1012,78,70,186,457,733
8415,665821,1001,76,74,191,455,738
8416,667169,987,76,74,189,454,727
8417,456595,752,56,47,122,336,551
8418,517413,813,60,59,135,364,597
8419,521164,820,58,60,136,371,598
8420,392503,673,49,41,87,287,487
8421,530476,834,61,60,141,380,605
8422,512558,806,59,58,134,362,588
8423,553365,864,63,63,150,393,626
8424,593211,912,67,69,160,411,655
8425,454254,750,54,48,124,324,537
8426,576458,891,66,66,158,404,642
8427,548012,857,62,63,147,388,619
8428,549817,859,62,58,138,378,632
8429,483984,782,57,51,114,339,580
8430,716456,1069,84,87,210,494,792
8431,467060,739,53,51,107,330,566
8432,472293,752,53,51,110,325,564
8433,348263,603,41,39,81,264,458
8434,399843,677,47,44,95,296,497
8435,751831,1102,95,90,240,532,870
8436,702179,1045,87,85,228,505,822
8437,661455,994,77,74,206,466,770
8438,788716,1159,102,101,252,557,876
8439,664962,1005,76,73,206,470,776
8440,639742,985,78,69,184,448,726
10001,2165587,2299,264,260,713,1685,2212
10002,2169521,2314,261,259,720,1681,2223
10003,2211766,2360,267,266,746,1714,2253
10004,2258398,2428,271,272,761,1770,2310
10005,2321515,2506,283,287,773,1822,2374
10006,2271197,2453,273,276,762,1788,2331
10007,2188658,2360,265,264,726,1698,2261
10008,2359338,2591,285,291,790,1868,2429
10009,2211055,2390,268,269,749,1723,2280
10010,2382365,2636,287,294,799,1882,2461
10011,2284235,2479,274,280,769,1804,2344
10012,2190234,2377,266,262,737,1685,2265
10013,2227813,2430,270,269,743,1728,2310
10014,2374074,2610,287,293,796,1870,2442
10015,2205538,2413,268,266,739,1698,2289
10016,2271709,2478,275,276,763,1782,2335
10017,2338779,2592,286,291,785,1862,2418
10018,2232652,2441,273,273,752,1745,2303
10019,2227612,2462,269,271,750,1714,2321
10020,2234761,2532,271,274,767,1743,2360
10021,2246378,2544,273,276,769,1755,2371
10022,2332563,2599,282,289,787,1853,2417
10023,2239605,2527,269,275,769,1739,2359
10024,2250664,2500,274,276,763,1739,2342
10025,2314021,2572,281,286,783,1809,2393
10026,2275324,2590,279,279,777,1773,2393
10027,2251102,2565,273,278,770,1756,2383
10028,2244856,2564,271,276,773,1751,2385
10029,2273119,2479,275,276,765,1781,2328
10030,2337812,2655,289,291,802,1839,2441
10031,2258452,2616,274,279,770,1772,2415
10032,2357894,2743,291,292,798,1841,2507
10033,2247604,2657,281,278,763,1771,2446
10034,2330736,2655,290,291,798,1829,2427
10035,2234152,2672,277,278,765,1768,2444
10036,2265322,2655,281,280,766,1775,2439
10037,2322581,2743,286,285,790,1821,2493
10038,2244503,2410,269,274,761,1746,2295
10039,2257484,2454,271,276,762,1764,2317
10201,2151572,2560,275,272,742,1687,2349
10202,2145959,2575,274,272,743,1683,2348
10203,2156181,2568,275,273,740,1692,2348
10204,2235301,2673,279,277,761,1758,2447
10205,2284221,2733,283,281,767,1798,2503
10206,2128085,2523,269,266,733,1659,2334
10207,2273995,2699,280,280,769,1786,2471
10208,2209804,2626,278,275,758,1744,2412
10209,2189217,2623,275,273,751,1719,2408
10210,2176321,2585,273,274,743,1714,2374
10211,2204356,2641,278,273,752,1719,2423
10212,2216012,2659,278,278,756,1722,2418
10213,2129078,2561,273,269,743,1667,2348
10214,2227493,2677,279,278,760,1730,2431
10215,2158606,2597,276,271,746,1686,2379
10216,2216751,2635,278,276,756,1749,2405
10217,2197278,2598,277,275,750,1737,2380
10218,2140154,2544,273,272,735,1685,2342
10219,2045569,2415,267,261,721,1587,2236
10220,2103332,2499,269,264,734,1650,2316
10221,2129955,2537,272,269,738,1673,2334
10222,2072921,2467,267,262,734,1619,2278
10223,2025516,2386,259,257,717,1563,2205
10224,1985831,2341,255,252,706,1544,2178
10225,2016909,2382,261,254,712,1565,2209
10226,2056360,2421,264,263,726,1614,2252
10227,2010075,2363,261,254,715,1557,2188
10228,2429605,2912,292,296,817,1906,2624
10401,1964979,2350,251,255,705,1531,2108
10402,2039653,2443,255,262,724,1585,2191
10403,1415119,1890,203,218,579,1202,1620
10404,1884140,2221,243,245,675,1447,1996
10405,1352266,1812,192,203,550,1140,1553
10406,1351712,1804,190,208,542,1133,1551
10407,1933759,2276,242,241,690,1490,2105
10408,1686897,1988,211,210,585,1259,1793
10409,1365930,1775,185,187,502,1088,1518
10410,1424029,1801,192,193,513,1117,1558
10411,1232639,1717,174,182,472,1035,1440
10412,1109275,1582,164,163,422,921,1300
10413,1182186,1646,170,174,471,987,1362
10414,1060459,1468,149,152,400,840,1192
10415,1141104,1552,163,166,446,919,1280
10416,977385,1367,130,134,355,747,1075
10417,1062030,1460,148,154,401,837,1188
10418,912402,1306,119,122,319,691,1002
10419,1014592,1397,138,145,371,797,1120
10420,915437,1300,121,127,314,696,995
10421,2162715,2597,271,273,750,1685,2345
10422,2108279,2545,270,267,743,1647,2309
10423,2133251,2568,268,271,747,1657,2314
10424,2091807,2518,266,265,740,1627,2279
10425,1940506,2293,252,250,706,1522,2097
10426,2012567,2387,256,258,717,1569,2176
10427,2160799,2598,270,271,754,1665,2324
10428,2077108,2500,262,265,732,1609,2258
10429,2002488,2361,257,255,716,1556,2149
10430,1922305,2274,251,250,702,1508,2073
10431,2083269,2502,263,264,734,1612,2248
10432,1938474,2294,252,253,703,1519,2088
10433,2071182,2484,263,263,732,1601,2240
10434,1435602,1808,191,193,519,1123,1568
10435,1797675,2096,231,236,645,1365,1898
10436,1823174,2144,231,238,658,1401,1938
10437,1939515,2294,253,253,700,1513,2082
10438,1341068,1790,184,195,519,1113,1529
10439,1832576,2165,240,240,662,1415,1954
10440,1566621,1925,210,211,584,1227,1694
10441,1293675,1754,179,196,513,1091,1495
10442,1225467,1640,170,179,483,995,1380
10443,1413483,1875,204,218,587,1192,1623
10444,1035984,1417,139,146,379,820,1136
10445,1121867,1505,156,160,431,898,1242
10446,1231619,1620,172,180,491,998,1374
10447,1380519,1833,197,204,559,1156,1577
10448,1160012,1541,160,166,455,929,1294
10449,981271,1387,127,143,358,775,1115
10601,758767,1117,88,95,234,546,832
10602,724628,1061,83,89,216,519,785
10603,663314,994,76,76,192,456,719
10604,710951,1050,82,85,209,481,760
10605,699259,1028,81,83,205,481,755
10606,670502,1008,79,79,198,457,727
10607,649490,998,74,78,189,433,704
10608,652485,993,75,76,191,443,717
10609,636667,978,74,77,187,432,702
10610,624991,973,73,72,175,425,685
10611,599532,956,67,73,168,392,657
10612,612498,954,72,71,167,415,676
10613,574881,927,67,67,155,394,641
10614,736128,1081,83,91,219,523,804
10615,756700,1116,86,95,229,549,838
10616,1147503,1605,160,169,428,963,1346
10617,1012843,1440,146,139,373,807,1171
10618,1342027,1737,181,186,494,1069,1492
10619,1038889,1470,152,148,388,833,1199
10620,1103082,1548,158,164,408,920,1290
10621,922537,1309,123,128,335,694,1015
10622,981519,1389,132,138,356,762,1105
10623,807901,1195,100,106,266,592,888
10624,952730,1346,127,132,346,732,1061
10625,806465,1166,98,106,262,582,870
10626,733909,1076,83,88,218,517,794
10627,793487,1165,95,104,252,575,866
10628,746116,1094,84,94,224,528,808
10629,726476,1074,83,88,213,500,782
10630,699696,1049,80,84,207,466,746
10801,787777,1171,97,106,252,581,866
10802,789511,1168,97,106,252,585,866
10803,585913,935,66,72,163,375,636
10804,561947,939,65,74,168,370,631
10805,739927,1129,89,93,241,516,806
10806,677679,1047,79,79,207,458,739
10807,666196,1043,77,80,208,454,728
10808,643255,1013,73,79,200,435,704
10809,639196,1016,73,78,194,427,703
10810,1035652,1427,138,148,376,818,1144
10811,854429,1234,117,116,293,625,938
10812,825211,1221,112,113,286,603,922
10813,768420,1151,96,100,254,533,837
10814,940519,1352,123,134,339,731,1068
10815,865144,1256,117,122,305,657,967
10816,785250,1190,111,108,278,571,886
10817,853732,1250,115,120,299,638,957
10818,673201,1053,79,84,213,465,737
10819,709664,1096,94,99,231,496,781
10820,746749,1106,87,95,227,524,811
10821,728717,1092,87,92,223,510,793
10822,483715,842,57,66,135,322,569
10823,448129,827,57,61,137,304,548
11001,366935,717,50,45,97,278,474
11002,361831,723,54,47,101,271,482
11003,317246,675,50,41,92,245,451
11004,256345,629,44,37,83,230,422
11005,246118,620,41,37,83,218,418
11006,578157,893,68,67,160,397,635
11007,561718,885,65,63,154,387,622
11008,600576,923,70,67,167,409,659
11009,542272,867,65,62,149,385,607
11010,586931,912,70,65,161,403,648
11011,544938,876,64,60,150,381,611
11012,515365,843,62,61,142,362,587
11013,545633,879,64,60,146,377,615
11014,473369,794,56,54,128,337,548
11015,485095,807,61,56,131,341,556
11016,498618,812,61,61,134,328,559
11017,435621,777,57,55,122,305,530
11018,385671,755,52,54,108,275,499
11019,331086,704,49,50,100,251,468
11020,290702,689,47,48,92,243,454
11021,558221,879,65,64,155,391,625
11022,564024,890,65,63,159,389,624
11023,540025,845,62,62,145,375,605
11024,535195,863,65,61,149,378,605
11025,507589,799,59,59,133,359,571
11026,521633,835,60,60,142,362,586
11027,519122,821,60,60,139,364,582
11028,511525,831,60,60,137,359,577
11029,501135,783,59,58,130,349,559
11030,486823,796,57,55,133,345,553
11031,479613,788,56,55,129,340,548
11032,496445,782,58,58,130,347,557
11033,473013,774,55,52,128,334,543
11034,463962,782,54,54,123,332,538
11035,439638,737,54,48,116,317,515
11036,449604,744,53,51,124,325,525
11037,435525,744,53,50,114,310,514
11038,389204,721,49,49,98,294,488
11039,388102,733,49,46,104,290,488
11040,473722,760,56,55,127,331,536
11041,466985,764,55,54,127,333,544
11042,361202,682,48,45,95,276,462
11043,380023,684,48,46,95,285,466
11201,247781,614,41,44,79,202,409
11202,412263,808,58,61,140,295,539
11203,396571,807,59,62,140,298,533
11204,333984,733,48,58,115,264,480
11205,404508,818,55,69,142,318,552
11206,259707,630,42,44,85,217,421
11207,289931,682,45,52,102,239,451
11208,258295,633,41,41,82,225,418
11209,250915,617,39,39,80,218,411
11210,305618,704,49,53,112,242,466
11211,221432,566,36,35,70,189,383
11212,230909,578,39,39,71,191,393
11401,832682,1223,102,116,298,615,931
11402,804236,1196,102,114,283,587,906
11403,721578,1131,92,107,254,514,828
11404,735984,1146,93,108,264,530,844
11405,733310,1127,91,105,265,533,840
11406,668272,1085,84,98,232,464,773
11407,663738,1077,84,97,223,456,766
11408,664766,1084,81,98,233,458,776
11409,634883,1054,80,93,228,455,755
11410,887213,1292,120,130,315,693,1005
11411,788869,1175,104,113,278,569,884
11412,965044,1355,130,138,367,743,1077
11413,872358,1282,112,128,307,667,989
11414,754959,1153,97,107,257,525,835
11415,1017028,1432,143,149,385,792,1148
11416,847454,1244,107,122,294,634,955
11417,872376,1284,110,128,311,665,993
11418,797034,1186,103,113,280,581,895
11419,805014,1200,103,115,286,595,912
11420,736020,1141,95,105,261,534,843
11421,525494,955,66,73,174,369,653
11422,539601,946,70,84,187,375,657
11423,731243,1143,89,104,274,540,849
11424,726912,1159,89,106,276,550,870
11425,712585,1126,85,102,266,525,831
11426,686061,1102,85,100,250,505,817
11427,655642,1040,78,87,210,434,722
11428,544159,973,64,79,178,378,662
11601,992015,1409,129,147,410,791,1115
11602,945137,1345,125,139,376,745,1070
11603,1041341,1452,137,154,430,835,1169
11604,927751,1328,118,136,356,716,1052
11605,1018563,1430,134,153,422,815,1148
11606,917941,1325,119,137,365,726,1048
11607,985762,1397,125,147,406,789,1109
11608,864093,1269,109,121,316,653,975
11609,904733,1301,115,133,343,691,1020
11610,899700,1340,114,136,370,717,1046
11611,860410,1271,109,125,335,667,979
11612,856322,1266,110,123,329,658,979
11613,1132372,1541,151,170,461,916,1281
11614,1094173,1496,145,164,447,879,1229
11615,1171669,1584,156,172,473,953,1304
11616,1075575,1475,144,159,440,855,1207
11617,1059350,1466,139,158,424,858,1201
11618,1069904,1476,144,158,440,859,1206
11619,1050694,1452,139,156,428,851,1190
11620,1009958,1415,131,150,399,809,1148
11621,1020333,1423,133,149,415,813,1149
11622,1462058,1883,188,199,559,1197,1571
11623,1249320,1676,161,182,510,1035,1383
11624,1302409,1744,168,187,524,1101,1446
11625,1284984,1723,167,187,515,1075,1423
11626,1237918,1661,159,180,503,1015,1373
11627,1180225,1584,153,171,470,968,1303
11628,1138010,1558,146,167,468,915,1270
11629,1161930,1574,149,168,465,949,1283
11630,1140055,1542,148,166,462,919,1257
11631,1062775,1456,135,157,432,843,1170
11632,1109044,1530,142,167,451,893,1241
11633,1258171,1698,175,190,502,1060,1429
11634,1062997,1464,147,152,410,840,1197
11635,1108261,1529,157,163,440,868,1250
11636,1093028,1490,152,159,435,865,1225
11637,1180957,1604,168,169,469,937,1330
11638,1048755,1443,137,155,409,833,1187
11639,1123706,1525,157,163,440,879,1250
11640,1074934,1476,151,156,422,835,1198
11641,1436843,1896,205,209,573,1206,1621
11642,1258640,1661,178,185,510,1026,1408
11643,1145311,1536,152,167,459,922,1274
11644,1182794,1587,161,177,473,957,1333
11645,1304351,1744,181,193,525,1089,1469
11646,1174770,1595,158,176,471,950,1329
11647,1073903,1474,141,161,430,869,1210
11648,1012199,1411,131,152,392,810,1150
11801,1970542,2160,222,232,657,1459,1879
11802,1819772,2186,213,224,619,1374,1817
11803,1726164,2035,199,205,589,1293,1704
11804,1583306,1954,188,198,570,1221,1603
11805,2041225,2411,250,248,692,1542,2047
11806,1822556,2220,215,225,613,1373,1825
11807,1887751,2290,230,233,639,1445,1893
11808,1956433,2379,244,239,670,1485,1985
11809,1909937,2301,239,233,657,1450,1927
11810,1565519,2071,199,215,583,1311,1670
11811,1844976,2252,219,227,624,1402,1852
11812,1790034,2190,211,220,608,1351,1790
11813,1883101,2200,239,230,647,1409,1874
11814,1497694,1976,183,201,572,1219,1577
11815,1627135,2031,208,212,587,1288,1670
11816,1447369,1949,185,203,558,1210,1554
11817,1665619,1967,209,207,599,1276,1675
11818,1361256,1840,170,188,530,1130,1461
11819,1463582,1962,180,200,561,1203,1558
11820,1566844,1935,195,202,575,1224,1616
11821,1444769,1872,185,199,560,1191,1554
11822,1334691,1801,168,184,521,1083,1444
11823,1315232,1746,166,183,515,1067,1419
11824,1293372,1723,167,184,515,1076,1414
11825,2075157,2287,238,240,673,1555,1996
11826,1922066,2112,216,225,630,1444,1845
11827,2046668,2266,236,241,683,1551,1985
11828,1955361,2184,222,223,632,1440,1880
11829,1890198,2164,215,223,628,1433,1848
11830,1867879,2111,215,219,622,1393,1799
11831,1929419,2134,216,223,639,1412,1828
11832,2062125,2299,237,236,692,1559,2001
11833,2116122,2425,250,250,714,1627,2092
11834,2148947,2473,257,251,714,1643,2128
11835,2151466,2484,258,252,711,1637,2134
11836,2135340,2516,258,252,707,1630,2143
11837,2034722,2316,231,239,681,1541,1980
11838,2070939,2406,245,245,681,1582,2050
11839,2087066,2444,249,249,690,1569,2072
11840,2034228,2384,243,243,674,1529,2009
11841,2101126,2504,255,252,696,1595,2107
11842,1761626,2017,198,206,592,1288,1698
11843,1696521,2004,196,203,583,1268,1667
11844,1634291,2054,197,215,589,1276,1668
12001,2170332,2606,269,270,741,1689,2243
12002,2172962,2610,271,272,739,1696,2247
12003,2050474,2422,261,253,714,1579,2088
12004,1943701,2290,246,240,685,1482,1978
12005,1988313,2330,252,242,686,1510,2016
12006,1847242,2153,231,224,646,1382,1853
12007,1592813,2060,219,225,613,1324,1771
12008,1955654,2276,245,237,672,1466,1954
12009,1497075,1979,209,216,595,1272,1684
12010,1736200,2044,215,213,619,1316,1749
12011,1449291,1885,188,200,565,1209,1581
12012,2311107,2732,284,284,786,1798,2367
12013,2277766,2645,278,273,778,1767,2305
12014,2220574,2656,272,275,756,1732,2300
12015,2247348,2724,276,283,769,1758,2350
12016,2143672,2584,268,267,738,1671,2227
12017,2212430,2602,270,268,758,1715,2252
12018,2199111,2659,273,276,748,1711,2286
12019,2305186,2821,285,290,782,1813,2430
12020,2265341,2746,281,283,775,1775,2371
12021,2140781,2564,267,265,732,1652,2198
12022,2140580,2552,267,264,734,1652,2193
12023,2217019,2686,273,277,755,1747,2315
12024,2004265,2378,253,246,687,1528,2022
12025,1973519,2305,252,239,681,1497,1992
12026,2019674,2365,255,244,701,1548,2043
12027,2184719,2634,267,273,754,1699,2325
12028,2092781,2492,259,264,731,1628,2207
12029,2029573,2418,253,257,718,1578,2169
12030,1961147,2341,248,253,697,1527,2107
12031,2193919,2632,272,274,750,1717,2305
12032,1982186,2359,251,255,701,1540,2113
12033,1647855,2040,229,230,621,1339,1806
12034,1968558,2352,247,248,692,1514,2063
12035,1555245,2048,222,230,613,1332,1770
12036,1531765,2062,218,228,614,1325,1766
12201,2154757,2323,256,254,729,1638,2093
12202,2203564,2437,261,264,738,1693,2170
12203,2083982,2265,246,246,699,1586,2024
12204,2161508,2405,255,257,724,1658,2124
12205,2272737,2568,281,273,758,1722,2260
12206,2206986,2506,266,267,735,1708,2191
12207,2044240,2226,238,243,680,1548,1978
12208,2228177,2523,271,264,738,1711,2207
12209,2170191,2451,257,262,725,1666,2143
12210,2251058,2541,277,268,755,1711,2237
12211,2194026,2491,260,263,728,1693,2172
12212,2094511,2317,243,246,697,1585,2035
12213,2246891,2540,271,266,755,1712,2231
12214,2291160,2620,281,273,775,1758,2299
12215,2237306,2534,264,263,744,1693,2210
12216,2181496,2470,257,260,725,1662,2142
12217,2205600,2492,262,258,730,1676,2162
12218,2181831,2467,263,256,740,1661,2167
12219,2160159,2467,250,259,719,1646,2126
12220,2151740,2459,255,257,728,1650,2135
12221,2186732,2509,266,259,742,1674,2183
12222,2121871,2428,245,252,711,1622,2091
12223,2116961,2444,247,254,714,1634,2105
12224,2169300,2490,260,257,736,1660,2159
12225,2158347,2487,257,251,728,1651,2154
12226,2152818,2480,258,249,718,1642,2133
12227,2216905,2375,254,263,750,1679,2183
12228,2233368,2426,263,264,748,1721,2194
12229,2225562,2419,260,277,753,1712,2208
12230,2244398,2462,261,264,747,1720,2206
12231,2242238,2503,273,277,756,1756,2271
12232,2274732,2530,267,282,766,1760,2278
12233,2253142,2513,262,274,762,1740,2255
12234,2253804,2479,263,270,758,1733,2223
12235,2267099,2529,272,270,751,1736,2273
12236,2227691,2479,268,268,738,1714,2242
12237,2231615,2494,263,270,750,1729,2231
12238,2435722,2825,300,297,811,1902,2474
12239,2281815,2565,277,273,765,1734,2285
12240,2345708,2681,288,280,787,1811,2352
12241,2286393,2592,280,271,766,1746,2283
12242,2282215,2587,279,270,764,1737,2278
12243,2344852,2700,286,281,793,1804,2364
12244,2246168,2521,269,268,747,1734,2239
12245,2197474,2462,264,266,730,1683,2169
12246,2222335,2497,271,266,732,1704,2201
12247,2129771,2328,251,252,717,1621,2071
12248,2344081,2677,283,283,783,1807,2369
12249,2350985,2679,284,284,787,1800,2365
12250,2343007,2748,286,287,791,1829,2418
12251,2339688,2740,287,281,793,1833,2388
12252,2385432,2814,289,288,802,1842,2434
12253,2383487,2830,290,290,799,1848,2444
12254,2391212,2874,290,292,799,1875,2476
12255,2329894,2767,287,287,787,1818,2397
12256,2351454,2810,288,291,794,1842,2429
12401,2332490,2771,283,287,792,1825,2504
12402,2346241,2779,284,287,789,1820,2499
12403,2302596,2729,281,284,776,1797,2447
12404,2293965,2718,279,283,778,1793,2433
12405,2275325,2694,279,281,768,1783,2417
12406,2319652,2796,283,284,784,1824,2474
12407,2350631,2858,291,294,784,1849,2516
12408,2329162,2837,292,291,774,1826,2497
12409,2347935,2856,291,293,779,1846,2514
12410,2251932,2726,281,282,767,1760,2422
12411,2311923,2842,291,291,779,1819,2504
12412,2258121,2762,286,286,773,1783,2430
12413,2233335,2716,283,282,767,1747,2382
12414,2200882,2665,276,276,763,1719,2356
12415,2224297,2710,281,281,765,1743,2378
12416,2135172,2556,261,268,742,1649,2273
12417,2241551,2518,274,272,766,1749,2297
12418,2283191,2702,279,283,771,1789,2429
12419,2247945,2626,277,277,766,1762,2360
12420,2324038,2784,284,286,785,1836,2471
12421,2326427,2709,283,285,794,1798,2424
12422,2303607,2743,281,285,776,1809,2432
12423,2287294,2702,277,284,768,1790,2396
12424,2293957,2743,282,287,774,1802,2430
12425,2333745,2766,286,289,777,1825,2427
12426,2287378,2765,290,289,773,1796,2432
12427,2350571,2796,286,290,786,1826,2424
12428,2369668,2835,286,296,798,1845,2457
12429,2189017,2625,267,270,753,1703,2308
12430,2342614,2868,288,291,789,1844,2481
12431,2227450,2702,273,280,758,1754,2337
14001,237243,561,34,39,81,196,347
14002,240350,578,36,40,83,197,371
14003,217709,526,33,38,77,175,329
14004,199000,508,32,35,81,165,325
14005,387014,784,56,65,142,309,544
14006,332584,721,49,54,114,263,485
14007,347447,718,47,59,122,278,495
14008,335140,701,45,52,113,253,478
14009,390528,755,51,57,133,281,529
14010,327417,692,46,57,114,261,474
14011,396939,761,51,57,137,275,531
14012,302727,656,42,50,103,247,450
14013,279091,634,42,47,95,228,434
14014,353843,711,48,60,124,278,502
14015,356320,717,48,60,125,278,506
14016,327678,681,45,54,118,270,478
14017,303315,665,45,54,111,257,460
14018,423944,795,60,75,162,330,562
14020,403466,766,56,67,153,307,540
14021,323650,695,47,55,118,267,479
14022,338861,697,47,58,123,273,482
14023,338880,692,47,57,122,272,484
14025,299741,662,44,52,107,253,456
14026,274022,626,42,44,101,225,423
14027,263842,610,40,44,95,222,417
14028,247463,585,39,41,90,203,388
14029,243528,578,39,40,89,197,388
14030,217629,540,36,37,77,186,348
14031,239307,573,37,38,84,200,377
14032,362212,728,49,58,126,285,510
14201,107445,314,17,18,48,98,210
14202,104651,308,17,18,47,94,209
14203,115314,317,20,20,48,101,220
14204,114608,306,20,20,48,99,214
14205,274082,600,38,46,106,216,379
14206,181509,447,30,29,73,144,297
14207,173447,419,26,29,67,139,282
14208,153777,399,25,28,63,131,268
14209,133775,347,22,24,54,114,239
14210,98366,272,17,18,45,85,196
14211,230438,559,38,38,85,188,373
14212,198382,488,32,35,73,159,314
14213,160103,423,29,31,65,133,270
14214,167390,442,31,32,64,141,294
14215,145779,381,24,25,60,121,258
14216,137181,368,25,24,57,109,244
14217,338903,695,42,55,130,269,433
14218,365846,739,46,58,139,287,468
14219,253966,581,36,45,105,207,370
14220,242524,524,33,41,97,196,352
14221,193855,451,27,36,76,149,301
14222,146477,392,20,23,57,132,262
14401,430595,825,52,68,175,337,525
14402,395736,767,48,63,152,308,498
14403,424584,823,53,64,170,334,534
14404,426815,808,51,65,170,338,517
14405,343221,705,44,57,129,284,465
14406,358755,745,44,56,137,286,461
14407,305811,660,42,51,116,243,409
14408,482883,892,56,76,201,375,588
14409,440963,827,59,73,172,342,567
14410,456675,851,61,80,177,364,592
14411,430512,810,61,75,170,335,563
14412,385412,742,53,67,145,303,507
14413,342249,700,47,56,128,280,477
14414,831382,1268,105,127,330,659,971
14415,825286,1238,106,124,325,639,960
14416,739903,1173,94,106,294,571,861
14417,651297,1089,82,99,262,505,791
14418,660254,1080,81,98,253,502,801
14419,673472,1104,83,100,274,530,783
14420,603809,1027,77,94,233,463,748
14421,592074,995,78,93,250,467,703
14422,517625,930,65,79,225,409,625
14423,546496,960,72,87,229,432,674
14424,509227,905,64,83,217,402,612
14425,523840,946,70,88,211,410,671
14426,494059,904,65,83,192,388,632
14427,462516,865,61,80,180,367,603
14428,573155,1009,77,94,224,448,725
14429,537201,969,72,90,213,417,690
14430,586811,1013,77,90,238,465,714
14431,684718,1106,83,99,257,510,818
14432,612060,1027,80,93,232,459,759
14433,617230,1040,78,95,246,474,766
14434,569564,1002,77,91,223,448,719
14435,559325,968,75,89,205,406,690
14436,551627,961,73,87,201,398,677
14437,530769,957,73,88,209,412,685
14438,458708,849,63,78,171,350,589
14439,444810,824,62,78,173,345,580
14440,442078,817,61,77,173,343,572
14601,837322,1277,106,129,345,654,951
14602,863771,1315,111,137,359,680,983
14603,976971,1458,136,147,392,803,1108
14604,948205,1439,132,145,387,756,1053
14605,947112,1438,136,145,383,767,1063
14606,892704,1374,127,138,375,729,1018
14607,896934,1393,128,140,375,722,997
14608,894786,1371,124,135,363,693,972
14609,847982,1305,120,129,356,672,943
14610,894430,1381,124,139,375,721,979
14611,856022,1316,121,129,358,671,938
14612,863296,1337,120,132,357,678,937
14613,811967,1295,118,127,342,647,913
14614,780733,1233,111,117,333,623,878
14615,777461,1229,103,119,336,629,883
14616,836365,1302,118,129,351,661,924
14617,835521,1296,119,125,346,659,914
14618,765848,1215,108,115,322,606,847
14619,772560,1207,108,115,322,594,836
14620,742726,1190,105,112,325,599,850
14621,1005999,1424,128,151,412,801,1119
14622,991705,1403,126,148,407,791,1106
14623,978038,1442,126,146,391,776,1096
14624,793195,1233,99,120,328,632,917
14625,854872,1300,114,132,358,690,970
14626,852124,1307,121,134,359,671,944
14627,771475,1192,96,116,320,604,875
14628,629280,1077,80,95,272,523,758
14629,1209454,1676,155,171,465,988,1321
14630,1246541,1718,164,176,473,1022,1363
14631,1087256,1540,143,156,420,873,1193
14632,1239401,1663,154,171,480,985,1335
14633,1101259,1539,141,159,427,885,1215
14634,1152159,1576,146,166,450,916,1270
14635,1020827,1493,141,149,401,807,1129
14636,1080691,1548,146,154,417,857,1184
14637,1067258,1494,137,160,425,855,1186
14638,951339,1410,129,147,386,787,1079
