Zone_Number,Jobs,ParkTrail,ActivityCenter,Grocery,HealthFac,SchoolU,Count
11206,0,0,0,0,0,0,0
11207,0,0,0,0,0,0,0
11208,0,0,0,0,0,0,0
11209,0,0,0,0,0,0,0
11210,0,0,0,0,0,0,0
11211,0,0,0,0,0,0,0
11212,0,0,0,0,0,0,0
11401,0,0,0,0,0,0,0
11402,0,0,0,0,0,0,0
11403,0,0,0,0,0,0,0
11404,0,0,0,0,0,0,0
11405,15959,34,5,3,4,7,14
11406,0,0,0,0,0,0,0
11407,0,0,0,0,0,0,0
11408,0,0,0,0,0,0,0
11409,14272,30,5,2,4,7,12
11410,0,0,0,0,0,0,0
11411,0,0,0,0,0,0,0
11412,0,0,0,0,0,0,0
11413,0,0,0,0,0,0,0
11414,0,0,0,0,0,0,0
11415,0,0,0,0,0,0,0
11416,0,0,0,0,0,0,0
11417,0,0,0,0,0,0,0
11418,0,0,0,0,0,0,0
11419,0,0,0,0,0,0,0
11420,0,0,0,0,0,0,0
11421,0,0,0,0,0,0,0
11422,0,0,0,0,0,0,0
11423,25493,45,8,4,8,16,24
11424,30475,50,9,5,12,22,30
11425,29052,49,9,5,12,19,27
11426,23993,43,8,4,6,16,22
11427,0,0,0,0,0,0,0
11428,0,0,0,0,0,0,0
11601,84477,99,13,11,22,48,79
11602,31110,39,8,4,10,22,36
11603,81017,88,12,11,24,49,73
11604,44643,64,11,8,16,29,50
11605,84781,97,11,13,32,51,81
11606,18456,23,5,3,9,13,30
11607,80284,89,11,12,33,44,76
11608,36464,49,8,6,13,23,37
11609,37893,57,10,6,14,25,40
11610,13745,16,4,2,9,6,24
11611,34353,54,10,5,13,24,34
11612,34353,54,10,5,13,24,34
11613,119063,128,13,14,39,70,114
11614,108727,122,14,15,39,63,100
11615,73317,78,10,12,19,42,61
11616,86294,98,12,12,25,50,82
11617,100916,109,14,14,30,53,90
11618,127255,139,15,17,47,72,117
11619,104022,119,14,14,31,59,97
11620,72342,77,11,12,17,42,65
11621,108436,119,13,12,39,65,100
11622,0,0,0,0,0,0,0
11623,45673,42,6,9,11,21,33
11624,0,0,0,0,0,0,0
11625,45494,41,6,7,11,22,33
11626,86336,89,9,16,30,48,71
11627,0,0,0,0,0,0,0
11628,48860,46,6,10,12,22,35
11629,0,0,0,0,0,0,0
11630,23465,29,4,8,11,11,29
11631,0,0,0,0,0,0,0
11632,28376,36,5,9,12,17,39
11633,124562,130,12,20,52,68,113
11634,0,0,0,0,0,0,0
11635,0,0,0,0,0,0,0
11636,0,0,0,0,0,0,0
11637,0,0,0,0,0,0,0
11638,47872,57,10,9,16,28,53
11639,24096,30,7,3,8,17,23
11640,20604,21,5,2,5,10,15
11641,42095,40,3,4,8,27,33
11642,55659,61,6,8,15,34,45
11643,24221,18,1,2,1,9,7
11644,58491,63,6,8,16,36,48
11645,70249,74,9,14,20,38,56
11646,75087,77,9,12,27,44,67
11647,39088,38,5,3,9,20,32
11648,44257,42,6,5,15,21,37
11801,61981,49,4,9,44,51,73
11802,86456,70,12,18,41,60,84
11803,93548,87,12,15,46,62,103
11804,81916,70,11,14,38,51,78
11805,39288,31,7,8,15,22,31
11806,56846,48,10,10,24,34,53
11807,85368,74,16,20,37,61,89
11808,85368,74,16,20,37,61,88
11809,27295,15,2,4,6,7,14
11810,25862,19,4,6,11,7,16
11811,94480,91,17,20,44,63,95
11812,85752,82,15,18,39,55,82
11813,0,0,0,0,0,0,0
11814,39585,35,6,8,23,28,39
11815,0,0,0,0,0,0,0
11816,5299,4,1,2,0,6,4
11817,0,0,0,0,0,0,0
11818,50630,62,12,10,31,36,54
11819,55018,59,13,10,29,38,56
11820,0,0,0,0,0,0,0
11821,0,0,0,0,0,0,0
11822,40726,50,9,9,25,24,37
11823,0,0,0,0,0,0,0
11824,0,0,0,0,0,0,0
11825,152138,124,21,24,104,122,171
11826,115569,94,18,16,89,96,132
11827,84858,60,12,10,58,69,95
11828,95114,62,15,11,65,68,96
11829,59603,51,7,7,40,48,73
11830,66104,53,8,7,45,48,74
11831,70003,55,9,10,45,53,79
11832,19164,20,6,5,15,15,24
11833,109387,98,14,23,57,92,129
11834,145282,135,21,25,72,125,168
11835,122467,112,18,25,61,100,136
11836,100564,88,15,22,44,74,104
11837,19070,21,5,3,14,14,23
11838,101444,91,16,23,46,75,106
11839,77741,63,13,16,32,49,79
11840,79059,65,13,18,33,53,75
11841,86796,76,15,18,39,58,87
11842,19808,17,7,5,11,12,16
11843,33311,29,6,7,23,27,40
11844,64026,58,10,15,31,42,61
12001,220837,198,33,26,96,156,213
12002,155562,159,30,23,76,125,153
12003,86363,95,12,11,42,58,91
12004,181898,177,25,23,88,128,195
12005,19184,22,2,1,9,15,29
12006,41184,41,7,4,15,30,48
12007,114246,119,11,17,52,69,105
12008,0,0,0,0,0,0,0
12009,64519,71,9,11,28,46,68
12010,0,0,0,0,0,0,0
12011,27997,30,6,7,10,23,25
12012,273869,180,33,27,94,173,238
12013,115540,97,16,15,53,84,124
12014,84156,74,16,12,41,65,92
12015,40753,46,7,7,19,32,50
12016,38258,41,7,5,19,32,46
12017,87229,73,13,16,39,55,87
12018,44983,51,8,8,21,35,55
12019,142700,147,26,21,72,119,147
12020,76172,84,16,9,38,59,79
12021,61052,49,10,10,25,36,52
12022,27947,28,3,2,13,20,35
12023,91886,95,15,12,40,59,89
12024,0,0,0,0,0,0,0
12025,0,0,0,0,0,0,0
12026,0,0,0,0,0,0,0
12027,87207,85,8,7,38,48,84
12028,59255,56,6,5,25,29,50
12029,72719,69,7,10,25,30,50
12030,75298,92,9,10,27,43,75
12031,92457,101,12,15,48,74,100
12032,72087,68,7,9,25,29,50
12033,63775,72,6,8,25,37,61
12034,80895,89,8,11,36,52,74
12035,63443,64,5,8,20,37,45
12036,95161,110,9,14,40,60,88
12201,112026,101,13,22,75,114,142
12202,145460,139,21,30,95,164,213
12203,111763,110,18,23,76,100,147
12204,130165,95,11,12,69,89,145
12205,302861,195,43,30,113,211,289
12206,187734,155,22,26,92,162,205
12207,98811,78,17,15,67,80,120
12208,182349,155,24,26,91,160,203
12209,168514,130,21,20,93,137,174
12210,190023,173,31,26,91,178,232
12211,162263,149,24,25,83,151,187
12212,230101,138,26,22,106,158,224
12213,173001,160,29,25,87,162,212
12214,157455,123,24,19,61,114,166
12215,147861,133,25,23,68,137,189
12216,127546,97,18,15,60,94,132
12217,114213,98,18,19,63,99,140
12218,59953,60,12,11,29,52,86
12219,74790,64,10,13,40,62,87
12220,161848,143,26,24,74,143,192
12221,71569,68,14,16,34,60,84
12222,158581,143,20,28,79,143,185
12223,169186,136,21,26,75,132,190
12224,79463,69,14,16,38,65,88
12225,98333,81,14,20,44,70,100
12226,134375,125,19,25,65,113,150
12227,356808,131,28,20,98,188,260
12228,221118,159,25,23,97,158,223
12229,335233,193,38,25,119,244,323
12230,124248,119,16,25,79,119,163
12231,383918,188,43,28,132,251,338
12232,510703,281,60,38,179,329,434
12233,492476,264,55,34,179,323,416
12234,167203,138,17,22,90,163,219
12235,120315,133,24,18,67,156,189
12236,86454,88,8,13,47,97,130
12237,303800,186,42,31,133,240,307
12238,129164,144,29,22,76,151,189
12239,368220,192,43,29,129,224,321
12240,98013,103,21,18,66,119,138
12241,206431,182,33,27,97,197,252
12242,510748,284,57,39,158,304,417
12243,149826,121,22,16,61,129,187
12244,356933,209,47,30,130,231,328
12245,220546,189,38,33,125,215,267
12246,188688,164,29,27,102,186,238
12247,166709,154,26,26,92,143,197
12248,103253,119,20,17,67,122,145
12249,100638,118,19,17,59,119,134
12250,92342,107,18,19,52,102,112
12251,87953,116,18,14,52,119,129
12252,69147,87,17,9,44,91,95
12253,63482,58,12,9,33,57,81
12254,90500,115,18,11,53,111,130
12255,263129,168,32,26,87,160,230
12256,89464,83,18,11,40,74,115
12401,348808,215,41,28,101,178,265
12402,142574,157,16,13,48,68,144
12403,103272,132,13,9,33,53,111
12404,92861,110,10,9,24,38,88
12405,33267,28,3,1,1,8,23
12406,74046,71,4,7,17,25,54
12407,63096,55,4,6,11,21,37
12408,96301,111,12,13,34,45,83
12409,62795,52,4,6,11,21,36
12410,52837,53,3,8,14,20,35
12411,90914,102,11,11,45,53,79
12412,92190,103,11,10,46,46,82
12413,79100,74,6,9,31,37,66
12414,55680,68,4,9,30,32,50
12415,82848,84,6,9,35,41,69
12416,44472,54,3,8,26,28,41
12417,67757,82,5,6,11,37,67
12418,345478,213,41,28,109,183,269
12419,101603,126,16,18,48,83,103
12420,88071,103,7,8,22,35,79
12421,136722,177,23,21,67,128,159
12422,92734,107,13,9,34,55,88
12423,63607,85,13,17,37,63,74
12424,127956,161,22,22,66,115,145
12425,46037,65,10,10,32,61,64
12426,31983,27,3,1,11,14,26
12427,93249,114,19,11,54,113,127
12428,80187,95,16,9,49,95,111
12429,68987,70,7,9,30,42,64
12430,292338,220,45,29,112,197,272
12431,111146,106,13,12,43,73,100
14001,0,0,0,0,0,0,0
14002,0,0,0,0,0,0,0
14003,0,0,0,0,0,0,0
14004,0,0,0,0,0,0,0
14005,0,0,0,0,0,0,0
14006,0,0,0,0,0,0,0
14007,0,0,0,0,0,0,0
14008,0,0,0,0,0,0,0
14009,0,0,0,0,0,0,0
14010,0,0,0,0,0,0,0
14011,0,0,0,0,0,0,0
14012,0,0,0,0,0,0,0
14013,0,0,0,0,0,0,0
14014,0,0,0,0,0,0,0
14015,0,0,0,0,0,0,0
14016,0,0,0,0,0,0,0
14017,0,0,0,0,0,0,0
14018,0,0,0,0,0,0,0
14020,0,0,0,0,0,0,0
14021,0,0,0,0,0,0,0
14022,0,0,0,0,0,0,0
14023,0,0,0,0,0,0,0
14025,0,0,0,0,0,0,0
14026,0,0,0,0,0,0,0
14027,0,0,0,0,0,0,0
14028,0,0,0,0,0,0,0
14029,0,0,0,0,0,0,0
14030,0,0,0,0,0,0,0
14031,0,0,0,0,0,0,0
14032,0,0,0,0,0,0,0
14201,0,0,0,0,0,0,0
14202,0,0,0,0,0,0,0
14203,0,0,0,0,0,0,0
14204,0,0,0,0,0,0,0
14205,0,0,0,0,0,0,0
14206,0,0,0,0,0,0,0
14207,0,0,0,0,0,0,0
14208,0,0,0,0,0,0,0
14209,0,0,0,0,0,0,0
14210,0,0,0,0,0,0,0
14211,0,0,0,0,0,0,0
14212,0,0,0,0,0,0,0
14213,0,0,0,0,0,0,0
14214,0,0,0,0,0,0,0
14215,0,0,0,0,0,0,0
14216,0,0,0,0,0,0,0
14217,0,0,0,0,0,0,0
14218,0,0,0,0,0,0,0
14219,0,0,0,0,0,0,0
14220,0,0,0,0,0,0,0
14221,0,0,0,0,0,0,0
14222,0,0,0,0,0,0,0
14401,0,0,0,0,0,0,0
14402,0,0,0,0,0,0,0
14403,0,0,0,0,0,0,0
14404,0,0,0,0,0,0,0
14405,0,0,0,0,0,0,0
14406,0,0,0,0,0,0,0
14407,0,0,0,0,0,0,0
14408,0,0,0,0,0,0,0
14409,0,0,0,0,0,0,0
14410,0,0,0,0,0,0,0
14411,0,0,0,0,0,0,0
14412,0,0,0,0,0,0,0
14413,0,0,0,0,0,0,0
14414,0,0,0,0,0,0,0
14415,30475,50,9,5,12,22,30
14416,0,0,0,0,0,0,0
14417,0,0,0,0,0,0,0
14418,20037,38,7,3,6,13,18
14419,0,0,0,0,0,0,0
14420,0,0,0,0,0,0,0
14421,0,0,0,0,0,0,0
14422,0,0,0,0,0,0,0
14423,0,0,0,0,0,0,0
14424,0,0,0,0,0,0,0
14425,0,0,0,0,0,0,0
14426,0,0,0,0,0,0,0
14427,0,0,0,0,0,0,0
14428,0,0,0,0,0,0,0
14429,0,0,0,0,0,0,0
14430,0,0,0,0,0,0,0
14431,23993,43,8,4,6,16,22
14432,14457,31,5,2,4,5,12
14433,0,0,0,0,0,0,0
14434,0,0,0,0,0,0,0
14435,0,0,0,0,0,0,0
14436,0,0,0,0,0,0,0
14437,0,0,0,0,0,0,0
14438,0,0,0,0,0,0,0
14439,0,0,0,0,0,0,0
14440,0,0,0,0,0,0,0
14601,55626,67,10,8,30,39,65
14602,33403,41,7,4,20,24,43
14603,0,0,0,0,0,0,0
14604,26927,39,9,6,14,21,28
14605,22798,32,7,5,10,19,21
14606,18601,26,4,2,9,9,26
14607,25790,39,7,6,11,21,27
14608,29413,42,9,7,15,22,34
14609,32193,50,10,6,17,27,44
14610,0,0,0,0,0,0,0
14611,51756,74,16,10,31,36,62
14612,40115,61,10,7,21,27,48
14613,47625,71,14,9,29,35,59
14614,38840,60,9,7,19,25,46
14615,22856,28,4,2,12,11,27
14616,41507,63,11,7,22,25,49
14617,24104,35,7,5,12,19,26
14618,33995,53,9,7,20,24,39
14619,29806,42,7,6,16,22,31
14620,0,0,0,0,0,0,0
14621,6491,6,1,2,4,4,11
14622,12444,18,4,2,7,11,24
14623,8704,13,2,1,5,3,16
14624,1097,2,0,0,0,0,4
14625,48731,62,10,7,24,33,55
14626,41779,61,11,8,21,33,53
14627,3284,8,0,1,1,2,9
14628,2451,1,0,1,1,0,1
14629,47067,59,14,9,29,34,49
14630,43703,56,11,9,28,29,43
14631,42228,52,11,9,25,27,38
14632,4609,4,0,2,1,3,3
14633,39620,50,11,8,24,27,36
14634,0,0,0,0,0,0,0
14635,31743,41,11,8,14,22,29
14636,21557,25,4,6,10,12,16
14637,0,0,0,0,0,0,0
14638,0,0,0,0,0,0,0
14801,0,0,0,0,0,0,0
14802,0,0,0,0,0,0,0
14803,0,0,0,0,0,0,0
14804,0,0,0,0,0,0,0
14805,0,0,0,0,0,0,0
14806,0,0,0,0,0,0,0
14807,24179,41,7,5,11,20,26
14808,0,0,0,0,0,0,0
14809,0,0,0,0,0,0,0
14810,0,0,0,0,0,0,0
14811,0,0,0,0,0,0,0
14812,0,0,0,0,0,0,0
14813,0,0,0,0,0,0,0
14814,0,0,0,0,0,0,0
14815,0,0,0,0,0,0,0
14816,0,0,0,0,0,0,0
15001,0,0,0,0,0,0,0
15002,0,0,0,0,0,0,0
15003,0,0,0,0,0,0,0
15004,0,0,0,0,0,0,0
15005,0,0,0,0,0,0,0
15006,0,0,0,0,0,0,0
15007,0,0,0,0,0,0,0
15201,3495,4,0,0,1,1,9
15202,0,0,0,0,0,0,0
15203,0,0,0,0,0,0,0
15204,0,0,0,0,0,0,0
15205,0,0,0,0,0,0,0
15206,0,0,0,0,0,0,0
15207,0,0,0,0,0,0,0
15208,22641,38,2,3,12,16,26
15209,0,0,0,0,0,0,0
15210,0,0,0,0,0,0,0
15211,0,0,0,0,0,0,0
15212,0,0,0,0,0,0,0
15213,0,0,0,0,0,0,0
15214,0,0,0,0,0,0,0
15215,0,0,0,0,0,0,0
15216,0,0,0,0,0,0,0
15217,0,0,0,0,0,0,0
15218,0,0,0,0,0,0,0
15219,4752,4,0,1,1,4,2
15220,0,0,0,0,0,0,0
15221,4752,4,0,1,1,4,2
15222,0,0,0,0,0,0,0
15223,32140,31,3,4,21,20,40
15224,59624,46,8,7,42,38,67
15225,16110,22,1,2,10,13,17
15226,22537,27,3,2,15,17,26
15227,12357,16,1,1,6,7,10
15228,0,0,0,0,0,0,0
15229,0,0,0,0,0,0,0
15230,30458,28,5,7,21,24,39
15231,397,0,0,0,0,0,1
15232,31606,30,6,7,21,25,39
15233,39788,37,6,9,26,34,53
15234,63050,56,8,13,29,39,64
15235,21500,15,5,5,13,18,21
15236,29854,28,6,7,20,27,34
15237,25784,22,5,6,18,22,30
15238,39260,43,8,9,22,22,32
15239,25784,22,5,6,18,22,25
15240,397,0,0,0,0,0,1
15241,0,0,0,0,0,0,0
15242,28774,27,6,7,20,26,33
15243,0,0,0,0,0,0,0
15244,0,0,0,0,0,0,0
15245,0,0,0,0,0,0,0
15246,0,0,0,0,0,0,0
15247,0,0,0,0,0,0,0
15248,0,0,0,0,0,0,0
15249,0,0,0,0,0,0,0
15401,0,0,0,0,0,0,0
15402,29768,51,3,4,15,23,34
15403,23637,35,2,2,14,18,22
15404,16130,13,0,2,8,9,13
15405,30214,57,3,4,16,23,38
15406,24362,39,1,2,15,18,24
15407,13428,11,0,1,6,9,8
15408,15045,18,0,2,9,7,10
15409,16714,20,0,2,11,9,13
15410,6181,7,0,1,2,4,4
15411,2275,2,0,0,1,0,1
15412,0,0,0,0,0,0,0
15413,0,0,0,0,0,0,0
15414,0,0,0,0,0,0,0
15415,0,0,0,0,0,0,0
15416,0,0,0,0,0,0,0
15417,0,0,0,0,0,0,0
15418,0,0,0,0,0,0,0
15419,0,0,0,0,0,0,0
15601,128493,130,19,19,53,87,124
15602,21258,54,4,1,8,20,35
15603,88207,91,9,18,36,68,87
15604,114726,126,15,17,29,83,107
15605,71612,96,7,11,24,55,70
15606,115972,127,15,19,35,85,109
15607,60696,79,5,7,19,44,57
15608,94173,77,13,17,42,71,76
15609,81131,106,8,10,28,64,76
15610,81965,103,7,10,26,64,75
15611,116374,98,18,20,53,88,99
15612,65142,78,8,11,28,51,63
15613,83373,109,10,11,29,64,83
15614,110041,95,17,20,48,80,93
15615,48737,56,7,11,24,42,47
15616,37684,33,3,10,21,30,36
15617,104758,67,15,18,52,75,92
15618,129022,119,21,22,67,106,126
15619,30691,37,4,7,14,20,26
15620,112467,87,18,21,73,93,111
15621,73945,75,7,11,30,53,62
15622,80595,58,12,10,40,59,80
15623,50138,57,7,5,21,35,45
15624,120696,96,18,18,67,78,98
15625,67709,62,7,9,26,44,53
15626,73573,71,7,10,30,52,57
15627,118160,82,19,16,69,82,106
15628,62642,64,6,12,26,48,62
15629,53279,57,6,8,19,37,48
15630,69339,45,13,8,49,48,75
15631,61198,33,13,9,48,48,63
15632,56780,35,9,5,32,35,54
15633,105057,84,18,15,74,84,116
15634,48660,39,7,8,28,33,57
15635,65310,41,15,10,50,50,68
15636,54801,39,8,9,29,37,60
15637,0,0,0,0,0,0,0
15801,66372,66,7,7,25,45,54
15802,80609,86,11,10,32,65,74
15803,105849,117,15,17,46,95,114
15804,29761,50,7,8,12,33,40
15805,25333,38,5,6,8,27,29
15806,34615,47,8,7,13,31,40
15807,37395,60,9,8,11,40,49
15808,26099,39,7,5,9,27,30
15809,105874,89,14,18,62,82,98
15810,95952,105,15,15,41,74,95
15811,31236,45,8,7,11,34,42
15812,22976,27,5,7,11,20,28
15813,3703,4,1,0,1,3,7
15814,162297,166,21,21,71,128,157
15815,33361,52,7,6,11,32,41
15816,37710,56,8,8,11,40,48
15817,25464,44,3,3,13,18,31
15818,45707,71,10,11,14,47,59
15819,56018,88,10,10,20,50,68
15820,86734,91,12,13,35,72,84
15821,42115,61,8,10,17,44,63
15822,45299,62,6,9,25,42,60
15823,33998,51,3,5,15,24,37
15824,40643,47,6,3,23,35,49
15825,34458,52,3,5,16,24,38
15826,34458,52,3,5,16,24,38
15827,15536,14,0,1,7,9,11
15828,115194,130,17,19,50,100,121
16001,7472,21,3,1,0,11,19
16002,0,0,0,0,0,0,0
16003,48666,61,8,6,13,37,50
16004,35835,53,7,6,12,35,43
16005,0,0,0,0,0,0,0
16006,0,0,0,0,0,0,1
16007,0,0,0,0,0,0,0
16008,32901,46,6,6,12,34,39
16009,29830,31,6,7,12,28,34
16010,20188,14,4,3,10,15,18
16011,23671,16,4,7,10,18,20
16012,38657,31,8,3,9,27,31
16013,0,0,0,0,0,0,0
16014,17205,15,6,2,6,18,18
16015,18536,11,2,4,9,12,15
16016,42919,36,8,3,10,23,34
16017,0,0,0,0,0,0,0
16018,32292,30,8,3,8,26,30
16019,22842,25,6,3,2,23,25
16020,23901,28,6,4,2,23,27
16021,23901,28,6,4,2,23,27
16022,25821,31,6,4,3,27,31
16023,12526,8,2,0,9,8,11
16024,5017,0,1,0,5,1,1
16025,0,0,0,0,0,0,0
16026,0,0,0,0,0,0,0
16027,3790,9,0,0,5,10,11
16028,0,0,0,0,0,0,0
16029,7054,8,4,1,1,11,9
16030,8389,11,4,1,2,15,12
16031,25323,25,0,3,7,14,26
16032,24395,23,0,2,8,13,26
16033,0,0,0,0,0,0,0
16034,12343,22,0,2,7,12,22
16035,3662,3,0,0,2,3,2
16036,0,0,0,0,0,0,0
16037,0,0,0,0,0,0,0
16038,0,0,0,0,0,0,0
16039,0,0,0,0,0,0,0
16040,0,0,0,0,0,0,0
16041,15132,26,6,4,3,24,27
16042,17597,30,6,4,3,26,30
16043,15571,27,5,4,2,25,27
16044,174603,239,19,23,53,134,177
16045,125043,168,14,11,35,85,123
16046,144982,199,18,13,41,105,146
16047,104587,105,13,7,33,59,81
16048,33001,30,2,2,12,16,30
16201,40889,56,4,7,18,37,37
16202,168308,180,16,25,40,109,144
16203,39514,52,5,7,12,28,34
16204,135462,145,12,21,35,87,116
16205,103924,144,12,9,23,72,105
16206,63207,97,11,9,18,56,72
16207,31766,54,4,4,18,29,39
16208,41958,61,6,8,12,34,44
16209,160889,208,17,20,39,110,155
16210,71725,103,11,7,15,55,78
16211,30412,41,5,5,14,23,27
16212,63491,99,11,6,18,53,73
16213,39322,50,6,8,12,32,37
16214,37619,49,6,7,14,25,37
16215,30453,53,5,4,6,29,40
16216,30492,43,8,6,12,29,36
16217,47852,55,8,6,12,35,44
16218,37422,50,8,6,11,31,41
16219,18731,42,4,1,1,22,30
16220,70997,87,9,3,16,45,65
16221,28047,41,6,7,10,31,36
16222,32517,51,7,5,11,32,40
16223,48530,56,7,5,15,35,47
16224,33361,52,7,6,11,32,41
16225,40216,57,7,9,12,37,47
16226,36468,52,7,6,12,34,42
16227,40216,57,7,9,12,37,47
16228,39731,56,7,9,12,36,46
18001,95971,133,11,7,14,68,90
18002,131723,188,13,15,27,99,127
18003,128821,179,13,15,27,93,114
18004,140433,200,20,16,29,115,135
18006,124622,173,14,14,23,98,114
18007,122761,167,12,14,27,89,112
18008,177234,270,27,17,42,160,172
18009,133319,180,12,13,28,98,114
18010,167511,251,25,22,33,139,161
18011,163408,235,21,14,36,137,149
18012,132091,151,11,10,27,75,96
18013,210939,323,29,26,54,185,203
18014,198846,299,27,24,43,163,181
18015,210881,324,30,25,50,171,198
18016,209777,327,29,25,55,183,207
18017,182868,265,26,17,39,137,161
18018,207567,310,30,25,43,160,189
18019,169114,253,26,16,32,145,153
18020,176478,273,28,17,37,143,164
18021,214425,324,31,25,50,175,199
18022,148003,188,18,15,24,98,116
18023,211429,324,30,25,51,174,198
18024,196349,263,26,20,38,137,158
18025,151077,222,22,15,25,109,135
18026,170314,253,26,15,34,141,154
18027,169709,243,25,17,36,127,141
18028,127772,175,20,11,21,91,113
18029,176241,246,27,15,34,127,146
18030,140583,208,20,15,25,97,130
18031,138178,190,21,13,29,98,103
18032,103340,145,9,6,18,65,81
18033,130951,187,18,14,25,87,112
18034,134867,195,19,14,25,95,124
18035,115810,163,17,10,23,84,104
18036,155453,208,22,15,33,104,120
18037,137651,200,22,13,28,101,123
18038,146691,202,23,13,25,97,107
18039,120586,165,18,11,24,79,96
18040,112992,149,11,9,22,60,71
18041,109431,150,14,10,23,72,96
18201,0,0,0,0,0,0,0
18202,0,0,0,0,0,0,0
18203,58176,67,2,6,5,35,44
18204,10224,13,0,3,2,13,13
18205,0,0,0,0,0,0,0
18206,0,0,0,0,0,0,0
18207,74818,70,4,7,15,36,48
18208,55458,36,2,4,10,24,31
18209,12555,13,0,2,4,8,14
18210,91313,106,5,9,23,54,68
18211,67345,59,4,7,14,34,41
18212,83738,93,7,7,17,48,60
18213,43717,53,1,7,16,41,47
18214,102508,132,6,10,24,64,86
18215,86272,92,3,7,23,47,62
18216,122346,171,10,12,27,86,106
18217,50230,51,1,6,16,41,45
18218,63712,49,1,5,17,34,41
18219,102340,130,6,11,25,69,85
18220,82683,68,2,6,22,41,49
18221,112106,149,8,11,26,78,96
18222,117348,147,7,10,26,77,92
18223,48605,39,1,5,18,32,36
18224,68366,70,2,7,12,32,47
18225,76355,76,1,6,20,47,52
18226,46808,38,2,3,15,32,37
18227,76470,60,3,6,21,39,44
18228,42985,49,1,3,9,31,30
18229,60875,60,1,7,17,41,48
18230,128899,155,11,15,20,71,92
18231,127952,152,11,15,19,65,90
18232,83242,95,3,8,19,47,63
18233,129824,181,12,11,22,90,109
18234,110533,114,4,11,24,62,71
18235,94325,103,3,10,22,43,58
18236,110798,128,11,11,17,58,75
18237,74675,71,2,6,11,35,41
18238,82823,95,3,5,15,40,59
18239,67761,79,2,8,12,35,45
18240,88698,98,3,10,12,39,53
18241,77080,80,2,7,12,34,51
18242,107809,102,5,11,13,41,54
18401,0,0,0,0,0,0,0
18402,0,0,0,0,0,0,0
18403,0,0,0,0,0,0,0
18404,0,0,0,0,0,0,0
18405,2764,6,1,0,1,3,5
18406,0,0,0,0,0,0,0
18407,0,0,0,0,0,0,0
18408,2370,5,0,0,1,2,4
18409,0,0,0,0,0,0,0
18410,0,0,0,0,0,0,0
18411,0,0,0,0,0,0,0
18412,0,0,0,0,0,0,0
18413,0,0,0,0,0,0,0
18414,0,0,0,0,0,0,0
18415,0,0,0,0,0,0,0
18416,0,0,0,0,0,0,0
18417,0,0,0,0,0,0,0
18418,0,0,0,0,0,0,0
18419,0,0,0,0,0,0,0
18420,27623,37,1,5,7,19,29
18421,0,0,0,0,0,0,0
18422,9508,11,1,1,0,6,10
18423,3023,7,0,0,0,4,5
18424,0,0,0,0,0,0,0
18425,52928,62,2,5,11,29,40
18426,0,0,0,0,0,0,0
18427,3773,6,1,0,0,4,5
18428,0,0,0,0,0,0,0
18429,44676,53,1,5,7,25,35
18430,0,0,0,0,0,0,0
18431,0,0,0,0,0,0,0
18601,63400,94,8,1,13,41,38
18602,63125,68,7,4,8,27,32
18603,36771,75,6,0,10,34,30
18604,43466,40,5,4,7,14,28
18605,77385,104,8,4,13,37,46
18606,76975,115,9,6,14,44,50
18607,68842,96,7,4,15,36,43
18608,47013,83,7,4,9,33,37
18609,69185,96,8,4,11,36,44
18610,29598,25,4,0,6,15,19
18611,47341,81,7,4,10,30,39
18612,49794,91,7,4,11,35,40
18613,0,0,0,0,0,0,0
18614,39940,46,5,4,8,20,31
18615,39576,63,6,2,7,27,31
18616,34527,37,5,4,4,17,25
18617,15992,10,2,0,4,10,11
18618,0,0,0,0,0,0,0
18619,41202,56,6,4,7,22,32
18620,0,0,0,0,0,0,0
18621,0,0,0,0,0,0,0
18622,0,0,0,0,0,0,0
18623,0,0,0,0,0,0,0
18624,0,0,0,0,0,0,0
18625,1881,3,0,0,0,2,4
18626,70825,48,7,6,6,20,28
18627,3294,4,0,0,1,1,6
18628,0,0,0,0,0,0,0
18629,141378,141,13,8,21,52,68
18630,0,0,0,0,0,0,0
18631,47937,25,6,4,4,8,18
18632,99483,72,7,5,12,24,39
18633,88404,61,7,7,6,22,41
18634,88824,63,7,7,5,23,42
18635,63627,42,6,4,8,15,27
18636,30412,15,2,0,3,3,13
18801,127525,173,21,10,24,84,99
18802,118230,155,18,10,20,78,87
18803,101049,124,18,6,19,62,66
18804,97753,123,16,7,19,63,77
18805,69182,73,9,4,9,30,46
18806,110489,137,17,10,20,68,79
18807,97546,114,17,6,17,57,62
18808,107214,128,18,9,16,61,72
18809,118646,131,19,12,33,72,96
18810,78490,92,13,5,11,43,48
18811,78959,88,11,6,11,35,52
18812,104208,125,17,9,16,63,71
18813,59755,55,13,3,8,24,34
18814,92017,102,15,7,10,49,56
18815,90107,98,15,7,13,48,51
18816,89520,98,16,5,12,45,63
18817,85203,80,14,7,10,39,48
18818,71210,63,15,3,8,27,38
18819,135740,174,22,11,27,84,90
18820,108300,141,14,11,20,60,63
18821,92114,110,7,10,16,40,44
18822,118544,151,20,10,22,70,71
18823,127155,156,16,15,23,74,85
18824,75157,71,3,7,11,31,39
18825,117350,150,17,8,22,67,64
18826,100794,134,17,5,19,64,59
18827,85687,120,12,3,16,53,50
18828,28359,29,3,5,4,7,13
