Zone_Number,Jobs,ParkTrail,ActivityCenter,Grocery,HealthFac,SchoolU,Count
4240,76647,103,19,19,36,69,117
4241,73367,85,18,19,33,64,96
4242,67481,91,16,19,31,66,107
4243,69016,93,18,16,31,60,99
4244,68845,95,17,18,30,60,103
4245,62921,90,16,18,27,56,100
4246,125277,124,26,20,39,98,153
4247,109189,128,24,22,46,87,150
4248,85106,98,19,12,36,68,113
4249,309570,173,31,26,63,126,224
4250,301932,162,27,22,60,124,216
4251,99506,125,21,26,45,91,150
4252,2763,4,0,0,0,0,3
4253,135711,69,8,6,20,65,106
4254,61360,95,6,11,17,50,90
4255,44020,34,2,2,5,20,37
4256,68784,88,6,9,14,62,95
4257,70220,101,7,9,18,57,98
4258,97996,101,10,9,25,69,107
4259,75026,94,8,11,21,60,103
4401,319923,226,39,28,65,177,286
4402,128634,184,27,26,50,132,206
4403,317990,231,43,31,68,184,292
4404,254272,205,40,32,77,192,266
4405,123862,183,25,27,51,128,206
4406,152141,192,23,27,50,131,213
4407,95033,144,17,25,40,106,167
4408,395763,223,34,27,72,182,315
4409,126181,97,11,13,29,69,126
4410,231354,147,28,23,41,108,192
4411,262300,168,27,24,58,128,218
4412,376852,236,32,29,72,187,314
4413,330201,250,35,32,72,214,321
4414,183578,206,25,28,54,170,244
4415,464293,275,48,37,114,244,402
4416,67330,82,5,10,19,54,91
4417,319915,196,23,23,50,125,237
4418,416350,268,39,32,86,203,355
4419,397833,242,45,33,95,210,338
4420,456559,290,49,36,105,255,400
4421,334170,219,39,30,80,199,303
4422,248155,190,33,32,70,177,245
4423,447389,261,49,34,109,241,381
4424,646331,428,76,52,197,429,596
4425,406454,238,36,28,83,186,331
4426,302540,257,37,33,69,188,302
4427,455209,284,40,31,95,215,379
4428,416258,229,49,31,92,201,326
4429,352622,193,36,26,70,144,265
4430,252419,187,32,25,57,136,232
4431,98341,142,29,26,42,122,173
4432,157340,163,28,28,57,145,209
4433,440481,257,44,36,100,236,373
4434,88619,122,25,24,41,96,162
4435,502263,309,57,40,128,285,447
4436,174082,154,32,29,56,137,205
4437,472742,271,49,39,123,257,401
4438,120829,132,25,25,39,109,163
4439,461279,272,46,37,112,248,399
4440,442682,248,49,36,110,232,376
4441,180972,139,29,24,50,125,187
4442,476358,269,48,36,120,250,397
4443,503142,298,53,41,129,269,425
4444,404216,221,42,36,99,207,335
4445,457552,253,49,40,113,241,372
4446,380270,195,39,34,88,191,298
4447,453974,258,48,34,107,242,376
4448,518887,308,56,44,136,275,431
4449,124830,120,23,21,39,103,151
4450,525859,314,57,48,143,285,438
4451,416907,212,43,39,101,214,331
4452,174232,118,25,23,46,113,163
4453,585668,362,65,50,163,348,505
4454,612476,399,69,52,172,364,538
4455,441049,227,46,34,107,232,354
4456,574418,353,66,49,167,343,494
4457,438095,230,44,34,104,230,353
4458,333854,154,31,24,78,159,251
4459,608700,388,69,50,174,370,539
4460,490424,283,48,39,129,263,408
4461,488944,266,49,36,121,249,394
4462,444427,277,48,33,94,253,399
4463,304150,196,33,29,69,178,280
4464,222685,211,35,28,72,169,254
4465,456709,272,51,36,113,250,394
4466,286428,187,34,23,64,164,258
4467,445969,264,50,37,107,243,383
4601,0,0,0,0,0,0,0
4602,0,0,0,0,0,0,0
4603,9459,18,2,2,5,6,10
4604,0,0,0,0,0,0,0
4605,0,0,0,0,0,0,0
4606,0,0,0,0,0,0,0
4607,7590,10,2,1,3,0,6
4608,8635,15,2,2,5,5,7
4609,10434,9,1,1,10,5,6
4610,15467,13,2,3,14,11,16
4611,0,0,0,0,0,0,0
4612,0,0,0,0,0,0,0
4613,7199,9,0,2,5,5,5
4614,0,0,0,0,0,0,0
4615,7591,12,0,2,5,6,6
4616,12923,19,3,1,13,4,11
4617,13874,21,3,1,13,6,13
4618,18239,28,3,2,15,11,17
4619,17837,22,3,3,16,11,18
4620,16654,23,4,2,11,10,16
4621,3371,1,0,1,1,0,1
4622,572,2,0,0,1,1,2
4623,572,2,0,0,1,1,2
4624,23842,26,2,4,9,20,22
4801,0,0,0,0,0,0,0
4802,0,0,0,0,0,0,0
4803,9404,7,2,1,3,3,6
4804,27048,32,7,5,11,28,25
4805,123131,165,28,27,51,116,180
4806,128608,158,29,24,62,118,176
4807,118099,159,28,26,57,111,172
4808,104096,141,28,24,53,105,157
4809,88243,123,24,20,40,92,136
4810,40135,54,11,7,21,34,57
4811,23547,30,4,5,13,23,23
4812,40159,54,13,5,21,26,60
4813,20983,25,3,5,17,20,23
4814,65205,90,20,14,38,59,94
4815,5199,3,1,0,9,2,2
4816,43024,45,12,11,22,31,45
4817,53287,60,17,12,30,42,63
4818,32196,29,10,7,20,16,28
4819,80060,122,20,15,26,73,128
4820,67055,93,15,10,22,58,93
4821,65279,89,18,19,31,57,97
4822,79368,122,19,16,32,75,134
4823,202774,175,30,25,55,125,202
4824,228626,170,31,24,56,126,201
4825,113547,161,24,24,51,111,176
4826,85932,124,25,21,41,90,142
4827,59634,88,16,12,25,56,100
4828,94191,119,24,17,44,90,144
4829,139461,140,27,23,57,107,165
4830,41644,53,15,8,18,39,68
4831,54228,62,17,9,25,56,75
4832,18720,16,8,1,8,16,21
4833,55941,72,15,8,21,56,78
5001,31321,54,10,8,17,44,53
5002,55383,66,14,9,26,59,72
5003,124622,97,17,17,37,97,126
5004,134835,101,22,16,48,107,132
5005,378853,177,35,27,86,182,286
5006,368198,176,34,27,83,183,285
5007,200223,126,28,20,57,128,173
5008,279426,167,31,28,85,172,240
5009,530626,297,54,39,139,274,425
5010,89273,87,19,13,35,82,104
5011,237696,154,33,28,76,164,215
5012,103362,120,22,18,50,104,148
5013,286083,177,36,30,72,175,246
5014,448049,219,46,26,100,219,344
5015,515616,269,53,32,122,258,396
5016,246208,161,35,27,73,161,225
5017,517460,272,53,33,122,259,399
5018,862,2,0,0,1,2,4
5019,267149,163,35,23,62,162,236
5020,162357,115,23,18,44,110,165
5021,155262,124,23,22,50,116,176
5022,280751,156,33,24,64,168,237
5023,16679,21,3,5,11,18,23
5024,43233,53,10,9,17,38,56
5025,17764,16,5,3,7,16,19
5026,26904,23,9,3,13,21,22
5027,67690,92,18,14,28,66,97
5028,42089,64,12,9,16,51,65
5029,51347,63,14,10,22,48,61
5030,0,0,0,0,0,0,0
5031,57542,78,19,11,25,60,78
5032,47344,52,13,7,21,40,50
5033,53760,72,20,9,23,56,70
5034,46985,55,14,7,21,43,52
5035,19940,23,3,2,7,22,17
5036,46700,50,13,7,20,39,46
5037,50882,59,13,7,22,45,55
5038,31344,38,9,5,13,31,32
5039,39461,44,13,7,17,36,39
5040,22179,23,7,3,9,23,18
5041,0,0,0,0,0,0,0
5042,0,0,0,0,0,0,0
5043,0,0,0,0,0,0,0
5044,17660,13,4,2,13,10,32
5045,0,0,0,0,0,0,0
5046,53259,48,12,7,22,28,78
5047,319690,178,37,25,73,172,247
5048,34404,18,4,4,14,24,45
5049,63982,52,10,10,24,42,87
5050,332324,209,40,26,78,183,262
5051,61116,34,9,6,29,41,61
5052,208246,169,32,18,60,131,198
5053,117963,77,16,11,34,70,116
5054,110219,82,14,12,32,75,113
5055,244184,181,35,19,61,140,211
5056,292892,125,26,15,41,118,194
5057,184657,158,30,18,52,109,179
5058,133560,86,12,14,33,78,117
5059,395010,146,27,20,60,143,219
5060,189646,91,18,13,35,80,131
5061,60507,47,9,8,25,41,81
6001,0,0,0,0,0,0,0
6002,0,0,0,0,0,0,0
6003,0,0,0,0,0,0,0
6004,0,0,0,0,0,0,0
6005,0,0,0,0,0,0,0
6006,0,0,0,0,0,0,0
6007,0,0,0,0,0,0,0
6008,0,0,0,0,0,0,0
6009,0,0,0,0,0,0,0
6010,0,0,0,0,0,0,0
6011,0,0,0,0,0,0,0
6012,0,0,0,0,0,0,0
6013,0,0,0,0,0,0,0
6014,0,0,0,0,0,0,0
6015,0,0,0,0,0,0,0
6016,0,0,0,0,0,0,0
6201,0,0,0,0,0,0,0
6202,0,0,0,0,0,0,0
6203,0,0,0,0,0,0,0
6204,0,0,0,0,0,0,0
6205,0,0,0,0,0,0,0
6206,0,0,0,0,0,0,0
6207,0,0,0,0,0,0,0
6208,0,0,0,0,0,0,0
6209,0,0,0,0,0,0,0
6210,0,0,0,0,0,0,0
6211,0,0,0,0,0,0,0
6212,0,0,0,0,0,0,0
6213,0,0,0,0,0,0,0
6214,0,0,0,0,0,0,0
6215,0,0,0,0,0,0,0
6216,0,0,0,0,0,0,0
6217,0,0,0,0,0,0,0
6218,0,0,0,0,0,0,0
6219,0,0,0,0,0,0,0
6220,0,0,0,0,0,0,0
6221,0,0,0,0,0,0,0
6222,0,0,0,0,0,0,0
6223,0,0,0,0,0,0,0
6224,0,0,0,0,0,0,0
6401,0,0,0,0,0,0,0
6402,0,0,0,0,0,0,0
6403,0,0,0,0,0,0,0
6404,0,0,0,0,0,0,0
6405,0,0,0,0,0,0,0
6406,0,0,0,0,0,0,0
6407,0,0,0,0,0,0,0
6408,0,0,0,0,0,0,0
6409,0,0,0,0,0,0,0
6410,0,0,0,0,0,0,0
6411,0,0,0,0,0,0,0
6412,0,0,0,0,0,0,0
6413,0,0,0,0,0,0,0
6414,0,0,0,0,0,0,0
6415,0,0,0,0,0,0,0
6416,0,0,0,0,0,0,0
6417,0,0,0,0,0,0,0
6418,0,0,0,0,0,0,0
6419,0,0,0,0,0,0,0
6420,0,0,0,0,0,0,0
6421,0,0,0,0,0,0,0
6601,0,0,0,0,0,0,0
6602,0,0,0,0,0,0,0
6603,0,0,0,0,0,0,0
6604,0,0,0,0,0,0,0
6605,0,0,0,0,0,0,0
6606,0,0,0,0,0,0,0
6607,0,0,0,0,0,0,0
6608,0,0,0,0,0,0,0
6609,0,0,0,0,0,0,0
6610,0,0,0,0,0,0,0
6611,0,0,0,0,0,0,0
6612,0,0,0,0,0,0,0
6613,0,0,0,0,0,0,0
6614,0,0,0,0,0,0,0
6615,0,0,0,0,0,0,0
6616,0,0,0,0,0,0,0
6617,0,0,0,0,0,0,0
6618,0,0,0,0,0,0,0
6619,0,0,0,0,0,0,0
6620,0,0,0,0,0,0,0
6621,0,0,0,0,0,0,0
6622,0,0,0,0,0,0,0
6623,0,0,0,0,0,0,0
6624,0,0,0,0,0,0,0
6625,0,0,0,0,0,0,0
6626,0,0,0,0,0,0,0
6627,0,0,0,0,0,0,0
6801,0,0,0,0,0,0,0
6802,0,0,0,0,0,0,0
6803,0,0,0,0,0,0,0
6804,0,0,0,0,0,0,0
6805,0,0,0,0,0,0,0
6806,0,0,0,0,0,0,0
6807,0,0,0,0,0,0,0
6808,12360,20,1,1,2,20,19
6809,0,0,0,0,0,0,0
6810,0,0,0,0,0,0,0
6811,0,0,0,0,0,0,0
6812,0,0,0,0,0,0,0
6813,0,0,0,0,0,0,0
6814,0,0,0,0,0,0,0
6815,0,0,0,0,0,0,0
7001,0,0,0,0,0,0,0
7002,0,0,0,0,0,0,0
7003,0,0,0,0,0,0,0
7004,0,0,0,0,0,0,0
7005,0,0,0,0,0,0,0
7006,0,0,0,0,0,0,0
7007,0,0,0,0,0,0,0
7008,0,0,0,0,0,0,0
7009,24070,27,2,4,8,19,21
7010,16988,16,2,2,7,10,13
7011,13363,11,3,2,3,4,10
7012,0,0,0,0,0,0,0
7013,9743,7,1,1,1,4,5
7014,0,0,0,0,0,0,0
7015,0,0,0,0,0,0,0
7016,15233,16,2,2,5,12,14
7017,47197,21,2,3,5,16,22
7018,0,0,0,0,0,0,0
7019,7903,9,1,1,2,4,8
7020,44466,31,4,5,11,19,29
7021,48212,34,5,5,12,18,31
7022,38301,28,4,5,11,16,26
7023,50208,36,5,5,13,22,34
7024,53794,38,6,5,14,24,36
7025,44390,31,4,4,11,21,30
7026,48120,34,5,4,14,22,34
7027,37481,23,4,3,10,18,23
7028,31756,15,4,2,8,15,18
7029,19214,16,3,3,4,10,15
7030,16610,15,1,4,5,7,13
7031,17470,15,3,3,3,8,14
7032,39228,30,4,5,8,18,27
7033,44351,34,6,5,11,22,32
7034,22322,21,3,3,8,12,18
7035,42854,33,4,5,8,22,30
7036,0,0,0,0,0,0,0
7037,17778,13,1,1,2,9,12
7038,0,0,0,0,0,0,0
7039,20318,21,2,2,5,13,18
7040,0,0,0,0,0,0,0
7041,34551,22,2,3,4,13,21
7042,31748,25,5,4,16,34,39
7043,18417,20,1,2,3,23,25
7044,19963,23,1,2,3,20,23
7045,23427,19,2,1,6,28,25
7046,55022,28,3,4,10,22,28
7047,49383,35,7,5,22,42,49
7048,117207,85,14,10,30,72,81
7049,0,0,0,0,0,0,0
7050,59129,49,10,6,14,38,35
7051,47105,43,8,6,8,27,27
7052,26588,28,6,3,5,19,16
7053,36319,34,7,4,5,23,23
7054,16333,9,2,0,6,9,10
7055,10085,6,1,0,4,6,7
7056,0,0,0,0,0,0,0
7057,0,0,0,0,0,0,0
7058,16988,16,2,2,7,10,13
7059,20189,22,2,3,8,16,18
7201,17890,14,0,3,4,16,19
7202,1861,3,0,0,0,3,4
7203,0,0,0,0,0,0,0
7204,0,0,0,0,0,0,0
7205,0,0,0,0,0,0,0
7206,0,0,0,0,0,0,0
7207,0,0,0,0,0,0,0
7208,0,0,0,0,0,0,0
7209,0,0,0,0,0,0,0
7210,0,0,0,0,0,0,0
7211,0,0,0,0,0,0,0
7212,22900,21,6,2,4,16,13
7213,0,0,0,0,0,0,0
7214,0,0,0,0,0,0,0
7215,0,0,0,0,0,0,0
7216,0,0,0,0,0,0,0
7217,0,0,0,0,0,0,0
7218,0,0,0,0,0,0,0
7219,21279,19,4,1,4,15,11
7220,0,0,0,0,0,0,0
7221,22900,21,6,2,4,16,13
7222,24496,25,6,2,4,17,15
7223,0,0,0,0,0,0,0
7224,26588,28,6,3,5,19,17
7225,22900,21,6,2,4,16,13
7226,33955,33,6,5,5,22,19
7227,0,0,0,0,0,0,0
7228,0,0,0,0,0,0,0
7229,0,0,0,0,0,0,0
7230,0,0,0,0,0,0,0
7231,0,0,0,0,0,0,0
7232,0,0,0,0,0,0,0
7233,0,0,0,0,0,0,0
7234,0,0,0,0,0,0,0
7235,0,0,0,0,0,0,1
7236,2443,3,0,0,1,4,8
7237,71491,40,6,6,18,39,53
7238,0,0,0,0,0,0,0
7239,0,0,0,0,0,0,0
7240,0,0,0,0,0,0,0
7241,0,0,0,0,0,0,0
7401,9242,10,0,1,2,14,11
7402,21974,21,0,3,6,30,25
7403,0,0,0,0,0,0,0
7404,2989,2,0,1,1,2,8
7405,10068,12,0,2,3,17,13
7406,0,0,0,0,0,0,0
7407,3739,5,0,0,2,9,7
7408,5410,8,0,1,3,8,12
7409,8066,8,0,1,1,15,10
7410,19893,23,1,3,4,23,22
7411,5345,8,0,0,1,13,8
7412,1370,3,0,0,0,7,4
7413,32057,29,2,3,5,25,26
7414,0,0,0,0,0,0,0
7415,0,0,0,0,0,0,0
7416,0,0,0,0,0,0,0
7417,0,0,0,0,0,0,0
7418,0,0,0,0,0,0,0
7419,0,0,0,0,0,0,1
7420,0,0,0,0,0,0,0
7421,0,0,0,0,0,0,0
7422,162,1,1,0,0,0,2
7423,0,0,0,0,0,0,0
7424,1568,4,0,0,0,7,6
7425,1370,3,0,0,0,7,3
7426,0,0,0,0,0,0,0
7427,0,0,0,0,0,0,0
7428,1370,3,0,0,0,7,3
7429,0,0,0,0,0,0,0
7430,5261,9,0,0,1,13,8
7431,0,0,0,0,0,0,0
7432,0,0,0,0,0,0,0
7433,0,0,0,0,0,0,0
7434,0,0,0,0,0,0,0
7435,0,0,0,0,0,0,0
7436,0,0,0,0,0,0,0
7437,0,0,0,0,0,0,0
7438,0,0,0,0,0,0,0
7439,0,0,0,0,0,0,0
7440,0,0,0,0,0,0,0
7601,0,0,0,0,0,0,0
7602,0,0,0,0,0,0,0
7603,0,0,0,0,0,0,0
7604,0,0,0,0,0,0,0
7605,0,0,0,0,0,0,0
7606,0,0,0,0,0,0,0
7607,0,0,0,0,0,0,0
7608,0,0,0,0,0,0,0
7609,0,0,0,0,0,0,0
7610,0,0,0,0,0,0,0
7611,0,0,0,0,0,0,0
7801,0,0,0,0,0,0,0
7802,0,0,0,0,0,0,0
7803,0,0,0,0,0,0,0
7804,0,0,0,0,0,0,0
7805,0,0,0,0,0,0,0
7806,100948,53,8,9,17,40,49
7807,114745,59,9,9,22,53,59
7808,73087,46,8,6,12,34,35
7809,40473,35,6,4,8,23,22
7810,12554,13,2,0,2,8,7
7811,34051,28,6,4,8,22,20
7812,10267,5,0,0,0,1,4
7813,10267,5,0,0,0,1,4
7814,0,0,0,0,0,0,0
7815,7003,4,0,0,0,1,3
7816,0,0,0,0,0,0,0
7817,0,0,0,0,0,0,0
7818,114708,58,9,11,24,59,72
7819,181699,104,15,17,43,100,118
7820,21639,24,2,3,8,18,18
7821,0,0,0,0,0,0,0
7822,21227,22,2,3,8,18,16
7823,0,0,0,0,0,0,0
7824,0,0,0,0,0,0,0
7825,0,0,0,0,0,0,0
7826,95074,36,6,7,19,37,44
7827,5719,2,1,1,2,3,7
7828,138418,69,10,10,26,60,75
7829,151316,79,11,11,29,71,85
8001,0,0,0,0,0,0,0
8002,0,0,0,0,0,0,0
8003,8319,4,1,1,5,8,10
8004,21390,8,1,3,9,16,27
8005,105908,48,8,9,24,56,72
8006,129749,76,10,13,31,73,106
8007,120053,68,10,10,30,65,98
8008,96745,57,10,9,29,61,87
8009,185311,115,16,13,43,99,125
8010,146434,81,12,13,36,78,99
8011,138559,89,13,14,32,81,118
8012,52983,20,5,4,14,23,41
8013,129916,70,15,11,32,73,106
8014,111164,57,9,11,28,61,83
8015,72400,37,2,4,11,19,26
8016,76744,41,2,4,11,22,34
8017,12866,6,1,3,5,7,19
8018,12925,5,0,0,0,2,6
8019,96290,40,7,8,23,34,52
8020,69130,22,8,8,18,25,51
8021,83797,49,2,7,11,24,38
8022,43910,15,0,3,5,10,11
8023,71431,35,1,4,10,19,25
8024,76744,41,2,4,11,22,34
8025,0,0,0,0,0,0,0
8026,107181,71,5,7,18,36,65
8027,28285,12,0,3,1,4,7
8028,53452,29,2,3,9,14,23
8201,0,0,0,0,0,0,0
8202,10985,20,2,2,3,9,12
8203,17189,35,4,7,9,15,25
8204,12093,24,2,5,5,11,16
8205,11566,22,2,5,5,11,14
8206,18919,28,3,2,8,9,19
8207,59248,61,4,6,9,18,36
8208,65266,68,5,8,12,24,41
8209,27905,43,4,7,11,16,29
8210,48945,60,3,6,8,15,34
8211,42105,57,3,7,10,17,34
8212,75535,63,5,7,14,23,43
8213,0,0,0,0,0,0,0
8214,71293,63,5,8,14,23,43
8215,61118,54,5,6,11,20,36
8216,11336,21,2,2,6,7,15
8217,0,0,0,0,0,0,0
8218,58218,49,4,5,9,20,34
8219,28191,44,4,8,11,17,30
8401,0,0,0,0,0,0,0
8402,0,0,0,0,0,0,0
8403,0,0,0,0,0,0,0
8404,0,0,0,0,0,0,0
8405,0,0,0,0,0,0,0
8406,0,0,0,0,0,0,0
8407,0,0,0,0,0,0,0
8408,0,0,0,0,0,0,0
8409,0,0,0,0,0,0,0
8410,0,0,0,0,0,0,0
8411,0,0,0,0,0,0,0
8412,0,0,0,0,0,0,0
8413,22648,42,4,8,10,23,31
8414,0,0,0,0,0,0,0
8415,0,0,0,0,0,0,0
8416,1414,4,0,0,1,2,3
8417,0,0,0,0,0,0,0
8418,0,0,0,0,0,0,0
8419,0,0,0,0,0,0,0
8420,0,0,0,0,0,0,0
8421,5091,11,0,0,2,5,10
8422,2813,4,0,0,1,1,3
8423,4609,10,0,0,1,4,8
8424,5185,11,0,0,1,4,9
8425,0,0,0,0,0,0,0
8426,4307,8,0,0,1,3,7
8427,10905,20,1,0,7,8,16
8428,0,0,0,0,0,0,0
8429,0,0,0,0,0,0,0
8430,22648,42,4,8,10,23,31
8431,0,0,0,0,0,0,0
8432,0,0,0,0,0,0,0
8433,0,0,0,0,0,0,0
8434,0,0,0,0,0,0,0
8435,0,0,0,0,0,0,0
8436,0,0,0,0,0,0,0
8437,0,0,0,0,0,0,0
8438,0,0,0,0,0,0,0
8439,0,0,0,0,0,0,0
8440,0,0,0,0,0,0,0
10001,235172,115,29,21,67,137,198
10002,287754,122,35,20,75,144,219
10003,223225,100,28,16,56,115,175
10004,476501,209,50,28,123,247,354
10005,439701,234,55,33,121,254,366
10006,322332,137,34,21,72,149,232
10007,236810,125,31,24,73,141,210
10008,441316,231,53,30,113,264,354
10009,254872,110,27,18,65,131,200
10010,495930,282,59,32,136,313,409
10011,382922,149,42,21,93,196,261
10012,158228,127,28,21,63,131,182
10013,354285,168,37,25,90,185,270
10014,472258,241,55,27,125,279,356
10015,219191,124,29,20,64,131,193
10016,125662,87,21,14,49,100,126
10017,229519,87,23,13,50,104,148
10018,87801,68,18,13,45,85,114
10019,236349,136,30,20,61,134,200
10020,440892,221,43,27,96,209,322
10021,418042,190,42,25,84,187,299
10022,221301,102,24,16,51,119,158
10023,365443,155,36,18,73,160,258
10024,62155,53,15,8,21,57,86
10025,68648,38,14,12,33,62,79
10026,26218,17,5,5,12,16,35
10027,237574,92,24,12,44,97,168
10028,375533,176,38,19,67,161,263
10029,96345,61,10,11,36,73,86
10030,42278,22,5,7,26,45,43
10031,42313,30,8,8,18,27,69
10032,2070,4,0,1,0,5,5
10033,126148,101,18,10,37,61,128
10034,5461,6,0,1,1,8,7
10035,162506,140,25,14,46,93,156
10036,33543,30,4,3,14,14,43
10037,13588,4,0,0,0,1,4
10038,470863,205,47,26,124,242,351
10039,360878,147,35,23,86,179,253
10201,198722,159,22,20,48,86,149
10202,208971,185,28,24,49,104,170
10203,152362,123,13,15,37,54,112
10204,141564,102,17,10,35,50,117
10205,169633,129,20,15,38,70,139
10206,54711,29,3,3,9,15,29
10207,95172,77,9,6,19,30,87
10208,225346,191,30,26,63,126,192
10209,138478,91,13,10,31,43,102
10210,108972,83,11,9,27,34,98
10211,117667,79,5,8,24,39,68
10212,155682,122,13,12,32,59,112
10213,115836,76,7,7,18,40,68
10214,140138,108,10,9,25,52,91
10215,158659,121,14,12,36,60,112
10216,77403,63,4,7,15,21,68
10217,94374,68,4,8,17,22,73
10218,156711,119,18,13,39,65,121
10219,131402,106,9,10,25,48,84
10220,144198,117,10,11,29,53,97
10221,122836,79,9,8,23,33,78
10222,109607,83,7,8,14,37,63
10223,121074,93,8,8,26,43,78
10224,58388,44,4,5,11,18,29
10225,102704,72,6,7,17,30,54
10226,65305,53,6,4,11,20,50
10227,73982,53,6,6,12,26,38
10228,68845,72,2,7,13,26,63
10401,57968,72,6,8,23,25,55
10402,93432,109,9,12,37,54,91
10403,33685,44,4,7,18,21,29
10404,37515,48,4,9,21,24,33
10405,20711,26,1,5,17,10,18
10406,20133,29,2,5,16,12,19
10407,21039,21,2,3,1,9,10
10408,101074,86,9,9,18,32,60
10409,57839,46,5,3,7,19,31
10410,118166,107,11,13,23,44,75
10411,92493,83,8,8,14,35,55
10412,56181,37,6,4,7,18,26
10413,43441,58,6,5,11,25,47
10414,30523,42,4,4,2,23,35
10415,40500,50,5,4,10,22,42
10416,25940,42,4,3,2,21,33
10417,51563,65,6,8,14,33,57
10418,16958,26,2,3,2,13,20
10419,27865,36,4,4,2,20,30
10420,31066,37,4,4,3,21,33
10421,131170,130,13,16,35,56,110
10422,222289,205,25,24,57,113,187
10423,110228,112,8,14,33,55,97
10424,185065,166,18,20,51,85,148
10425,114950,127,12,15,31,59,106
10426,145992,158,14,17,44,71,133
10427,47834,56,4,7,20,24,43
10428,121612,131,9,14,39,63,110
10429,122724,131,12,15,35,64,107
10430,137653,141,12,14,40,63,118
10431,99095,106,10,10,33,44,94
10432,93178,102,10,12,28,48,86
10433,50849,70,5,7,22,25,52
10434,103181,89,9,9,18,32,64
10435,69063,81,8,10,18,36,68
10436,97138,109,10,12,28,48,90
10437,51835,62,6,6,18,26,49
10438,93999,100,8,11,25,40,87
10439,50900,64,7,7,20,27,53
10440,48419,57,7,6,11,25,46
10441,33238,40,5,3,8,20,35
10442,0,0,0,0,0,0,0
10443,0,0,0,0,0,0,0
10444,0,0,0,0,0,0,0
10445,0,0,0,0,0,0,0
10446,0,0,0,0,0,0,0
10447,45204,45,5,4,13,28,34
10448,0,0,0,0,0,0,0
10449,0,0,0,0,0,0,0
10601,20293,34,3,8,6,21,26
10602,8544,13,2,5,2,8,11
10603,0,0,0,0,0,0,0
10604,19175,24,0,3,9,15,23
10605,2354,3,0,0,2,0,3
10606,23858,31,2,3,11,17,27
10607,28204,36,3,5,13,22,33
10608,36435,54,4,6,16,31,49
10609,3632,4,0,0,1,1,5
10610,24258,33,2,5,13,19,29
10611,0,0,0,0,0,0,0
10612,29771,39,3,5,15,25,36
10613,0,0,0,0,0,0,0
10614,24768,46,4,8,10,24,35
10615,25258,43,3,8,8,24,33
10616,69886,70,8,5,9,27,44
10617,22902,38,2,3,6,9,18
10618,72857,73,8,6,10,29,48
10619,19197,27,1,2,0,7,12
10620,54828,52,5,5,10,17,28
10621,21266,34,2,3,4,11,14
10622,41548,46,3,5,7,15,24
10623,0,0,0,0,0,0,0
10624,42439,48,3,5,8,15,26
10625,19989,32,2,1,1,8,13
10626,0,0,0,0,0,0,0
10627,0,0,0,0,0,0,0
10628,7430,11,1,4,3,13,10
10629,28142,39,3,7,9,25,34
10630,31891,44,4,8,11,31,39
10801,35766,43,4,7,9,27,39
10802,56140,76,8,8,15,43,64
10803,0,0,0,0,0,0,0
10804,0,0,0,0,0,0,0
10805,0,0,0,0,0,0,0
10806,0,0,0,0,0,0,0
10807,0,0,0,0,0,0,0
10808,0,0,0,0,0,0,0
10809,0,0,0,0,0,0,0
10810,0,0,0,0,0,0,0
10811,0,0,0,0,0,0,0
10812,0,0,0,0,0,0,0
10813,0,0,0,0,0,0,0
10814,0,0,0,0,0,0,0
10815,0,0,0,0,0,0,0
10816,0,0,0,0,0,0,0
10817,0,0,0,0,0,0,0
10818,0,0,0,0,0,0,0
10819,0,0,0,0,0,0,0
10820,39344,49,5,7,11,36,45
10821,39960,50,6,7,11,36,46
10822,0,0,0,0,0,0,0
10823,0,0,0,0,0,0,0
11001,0,0,0,0,0,0,0
11002,0,0,0,0,0,0,0
11003,0,0,0,0,0,0,0
11004,0,0,0,0,0,0,0
11005,0,0,0,0,0,0,0
11006,0,0,0,0,0,0,0
11007,21232,31,2,2,12,18,27
11008,15568,26,2,1,10,13,22
11009,24415,36,2,3,12,19,32
11010,24121,35,2,2,12,19,31
11011,24415,36,2,3,12,19,32
11012,25514,39,2,3,12,19,35
11013,813,1,0,0,0,0,2
11014,14652,27,4,3,7,18,26
11015,0,0,0,0,0,0,0
11016,0,0,0,0,0,0,0
11017,0,0,0,0,0,0,0
11018,0,0,0,0,0,0,0
11019,0,0,0,0,0,0,0
11020,0,0,0,0,0,0,0
11021,19455,30,5,2,10,22,27
11022,26801,40,3,3,14,20,36
11023,22659,40,5,3,12,21,38
11024,24990,37,3,2,13,20,33
11025,18918,34,3,2,12,17,31
11026,27640,43,5,4,13,25,41
11027,20817,37,5,3,11,21,34
11028,23297,34,5,3,13,23,30
11029,15483,26,2,2,10,14,25
11030,15702,27,5,2,10,19,23
11031,20164,35,5,2,10,21,31
11032,13986,25,3,2,12,12,23
11033,20784,37,5,2,11,21,33
11034,19457,34,5,3,10,21,31
11035,13789,24,4,2,10,16,22
11036,13431,24,4,2,10,14,21
11037,10253,17,3,2,7,12,16
11038,0,0,0,0,0,0,0
11039,0,0,0,0,0,0,0
11040,15686,27,2,1,10,14,23
11041,13410,24,2,1,11,13,21
11042,13035,23,2,2,8,14,20
11043,11556,19,3,2,7,12,19
11201,0,0,0,0,0,0,0
11202,0,0,0,0,0,0,0
11203,0,0,0,0,0,0,0
11204,0,0,0,0,0,0,0
11205,0,0,0,0,0,0,0
