TAZ,TAZT,Jobs,ParkTrail,ActivityCenter,Grocery,HealthFac,SchoolU
20428,20428,85,1,0,0,0,0
20434,20434,376,2,0,0,0,0
20601,20601,194,1,0,0,0,0
20620,20620,182,0,0,0,0,0
20622,20622,323,1,0,0,0,0
20625,20625,245,1,0,0,0,0
6419,6419,1005,0,0,0,0,0
6420,6420,90,1,0,0,0,0
6606,6606,850,0,0,0,0,0
6615,6615,43,1,0,0,0,0
6625,6625,109,1,0,0,0,0
6801,6801,501,1,0,0,0,0
24827,24827,114,1,0,0,0,0
25002,25002,44,1,0,0,0,0
25008,25008,162,0,0,0,0,0
25012,25012,364,1,0,0,0,0
25014,25014,233,1,0,0,0,0
25021,25021,116,1,0,0,0,0
25024,25024,217,1,0,0,0,0
2,2,205,2,0,0,0,0
20,20,41,1,0,0,0,0
21,21,312,1,0,0,0,0
26,26,184,1,0,0,0,0
70,70,788,0,0,0,0,0
10604,10604,429,0,0,0,0,0
10619,10619,160,1,0,0,0,0
10819,10819,94,3,0,0,0,0
11013,11013,208,1,0,0,0,0
11036,11036,466,1,0,0,0,0
20651,20651,283,1,0,0,0,0
20803,20803,9,1,0,0,0,0
20813,20813,53,1,0,0,0,0
20821,20821,607,0,0,0,0,0
20832,20832,0,1,0,0,0,0
20836,20836,60,1,0,0,0,0
22004,22004,611,0,0,0,0,0
22009,22009,940,1,0,0,0,0
22013,22013,487,1,0,0,0,0
22021,22021,179,2,0,0,0,0
6810,6810,139,1,0,0,0,0
6815,6815,1147,1,0,0,0,0
7007,7007,29,2,0,0,0,0
7024,7024,1694,1,0,0,0,0
7220,7220,277,3,0,0,0,0
7230,7230,142,2,0,0,0,0
86,86,2535,1,0,0,0,0
88,88,3123,0,0,0,0,0
90,90,7584,0,0,0,0,0
95,95,3870,0,0,0,0,0
112,112,850,0,0,0,0,0
406,406,479,1,0,0,0,0
607,607,561,1,0,0,0,0
802,802,477,0,0,0,0,0
812,812,597,0,0,0,0,0
815,815,172,1,0,0,0,0
1201,1201,275,1,0,0,0,0
11202,11202,224,2,0,0,0,0
11426,11426,621,2,0,0,0,0
11635,11635,115,6,0,0,0,0
11822,11822,47,1,0,0,0,0
11833,11833,230,1,0,0,0,0
11844,11844,141,1,0,0,0,0
12013,12013,441,1,0,0,0,0
22057,22057,233,0,0,0,0,0
22069,22069,2498,0,0,0,0,0
22070,22070,249,2,0,0,0,0
22202,22202,0,1,0,0,0,0
22256,22256,162,0,0,0,0,0
22442,22442,462,2,0,0,0,0
22619,22619,497,1,0,0,0,0
7233,7233,256,1,0,0,0,0
7401,7401,904,1,0,0,0,0
7402,7402,251,0,0,0,0,0
7438,7438,150,2,0,0,0,0
7440,7440,128,1,0,0,0,0
7605,7605,269,3,0,0,0,0
1438,1438,9,1,0,0,0,0
1443,1443,335,0,0,0,0,0
1802,1802,3072,0,0,0,0,0
1803,1803,10,0,0,0,0,0
1805,1805,293,0,0,0,0,0
1810,1810,672,0,0,0,0,0
1811,1811,26,1,0,0,0,0
1812,1812,215,0,0,0,0,0
1818,1818,780,0,0,0,0,0
1822,1822,716,2,0,0,0,0
12029,12029,3674,1,0,0,0,0
12213,12213,642,1,0,0,0,0
12233,12233,391,2,0,0,0,0
22630,22630,485,1,0,0,0,0
22636,22636,182,0,0,0,0,0
22816,22816,295,2,0,0,0,0
22824,22824,417,1,0,0,0,0
22829,22829,287,1,0,0,0,0
24006,24006,1205,0,0,0,0,0
7606,7606,441,2,0,0,0,0
7609,7609,333,2,0,0,0,0
7610,7610,163,2,0,0,0,0
7820,7820,426,1,0,0,0,0
7822,7822,107,1,0,0,0,0
2004,2004,182,2,0,0,0,0
2421,2421,114,2,0,0,0,0
2422,2422,118,1,0,0,0,0
2611,2611,250,0,0,0,0,0
2626,2626,241,0,0,0,0,0
14204,14204,88,2,0,0,0,0
14219,14219,169,1,0,0,0,0
14432,14432,577,2,0,0,0,0
14438,14438,71,2,0,0,0,0
24213,24213,30,1,0,0,0,0
24218,24218,3626,1,0,0,0,0
8001,8001,342,1,0,0,0,0
8015,8015,200,2,0,0,0,0
8406,8406,124,1,0,0,0,0
3004,3004,547,3,0,0,0,0
3222,3222,301,3,0,0,0,0
4016,4016,264,0,0,0,0,0
4027,4027,217,1,0,0,0,0
4029,4029,321,1,0,0,0,0
4039,4039,1633,2,0,0,0,0
4215,4215,59,1,0,0,0,0
14803,14803,446,1,0,0,0,0
14814,14814,299,1,0,0,0,0
15222,15222,262,2,0,0,0,0
24224,24224,91,1,0,0,0,0
24402,24402,2440,1,0,0,0,0
25001,25001,102,1,0,0,0,0
25005,25005,178,1,0,0,0,0
25032,25032,41,0,0,0,0,0
25033,25033,202,3,0,0,0,0
8422,8422,103,1,0,0,0,0
10220,10220,5731,1,0,0,0,0
4218,4218,752,1,0,0,0,0
4242,4242,1117,1,0,0,0,0
4251,4251,191,1,0,0,0,0
4253,4253,1620,2,0,0,0,0
4418,4418,1058,1,0,0,0,0
4435,4435,321,0,0,0,0,0
4448,4448,490,1,0,0,0,0
15413,15413,628,2,0,0,0,0
15415,15415,252,2,0,0,0,0
15602,15602,212,2,0,0,0,0
15801,15801,257,1,0,0,0,0
25034,25034,153,2,0,0,0,0
24,24,647,1,0,0,0,0
32,32,391,2,0,0,0,0
68,68,1986,1,0,0,0,0
96,96,8897,0,0,0,0,0
102,102,6505,0,0,0,0,0
117,117,4944,1,0,0,0,0
119,119,2251,1,0,0,0,0
143,143,469,5,0,0,0,0
613,613,712,1,0,0,0,0
615,615,498,1,0,0,0,0
10618,10618,2947,3,0,0,0,0
10808,10808,162,3,0,0,0,0
4459,4459,261,1,0,0,0,0
4606,4606,181,2,0,0,0,0
4608,4608,1276,1,0,0,0,0
4615,4615,213,0,0,0,0,0
4811,4811,658,2,0,0,0,0
4815,4815,121,1,0,0,0,0
16033,16033,194,3,0,0,0,0
16034,16034,248,1,0,0,0,0
16225,16225,392,1,0,0,0,0
18014,18014,2435,1,0,0,0,0
18025,18025,1208,2,0,0,0,0
18222,18222,152,2,0,0,0,0
807,807,266,0,0,0,0,0
847,847,390,1,0,0,0,0
1028,1028,11647,0,0,0,0,0
1203,1203,77,1,0,0,0,0
1413,1413,256,1,0,0,0,0
1425,1425,218,1,0,0,0,0
1809,1809,34,0,0,0,0,0
2003,2003,1154,0,0,0,0,0
10813,10813,215,2,0,0,0,0
11020,11020,131,1,0,0,0,0
11025,11025,22,2,0,0,0,0
11403,11403,277,2,0,0,0,0
11413,11413,330,7,0,0,0,0
5012,5012,1393,2,0,0,0,0
5014,5014,143,1,0,0,0,0
5060,5060,150,1,0,0,0,0
6009,6009,889,1,0,0,0,0
6206,6206,211,1,0,0,0,0
18238,18238,1439,3,0,0,0,0
18241,18241,3041,4,0,0,0,0
18403,18403,542,1,0,0,0,0
18427,18427,274,1,0,0,0,0
2010,2010,492,0,0,0,0,0
2440,2440,374,0,0,0,0,0
2637,2637,160,0,0,0,0,0
2804,2804,308,0,0,0,0,0
11421,11421,170,1,0,0,0,0
11630,11630,825,1,0,0,0,0
11641,11641,293,2,0,0,0,0
6217,6217,172,1,0,0,0,0
6408,6408,189,1,0,0,0,0
6605,6605,263,1,0,0,0,0
6609,6609,180,1,0,0,0,0
7001,7001,92,2,0,0,0,0
7025,7025,246,1,0,0,0,0
18608,18608,45,1,0,0,0,0
18622,18622,723,5,0,0,0,0
19016,19016,450,4,0,0,0,0
19020,19020,165,5,0,0,0,0
20014,20014,143,0,0,0,0,0
20015,20015,1795,1,0,0,0,0
3210,3210,931,0,0,0,0,0
3406,3406,1062,1,0,0,0,0
3623,3623,2857,0,0,0,0,0
3625,3625,214,1,0,0,0,0
4014,4014,500,4,0,0,0,0
11808,11808,1527,1,0,0,0,0
11817,11817,312,0,0,0,0,0
11829,11829,365,1,0,0,0,0
7043,7043,734,1,0,0,0,0
7231,7231,252,1,0,0,0,0
7435,7435,45,1,0,0,0,0
20027,20027,3190,1,0,0,0,0
20031,20031,700,1,0,0,0,0
20049,20049,1804,2,0,0,0,0
20055,20055,93,0,0,0,0,0
20065,20065,143,2,0,0,0,0
20080,20080,320,0,0,0,0,0
20201,20201,180,1,0,0,0,0
4201,4201,1095,1,0,0,0,0
4204,4204,894,2,0,0,0,0
4426,4426,413,1,0,0,0,0
4621,4621,265,0,0,0,0,0
4801,4801,118,2,0,0,0,0
4824,4824,25,0,0,0,0,0
12224,12224,560,1,0,0,0,0
12415,12415,3078,1,0,0,0,0
12419,12419,623,1,0,0,0,0
10026,10026,69,1,0,0,0,0
10035,10035,47,0,0,0,0,0
10038,10038,763,1,0,0,0,0
10627,10627,274,1,0,0,0,0
20232,20232,212,1,0,0,0,0
20265,20265,328,2,0,0,0,0
3002,3002,399,2,0,0,0,0
3008,3008,1618,3,0,0,0,0
3605,3605,84,0,0,0,0,0
4043,4043,909,2,0,0,0,0
12024,12024,262,1,0,0,0,0
12206,12206,552,0,0,0,0,0
12418,12418,1895,2,0,0,0,0
14005,14005,339,1,0,0,0,0
14011,14011,590,1,0,0,0,0
14020,14020,178,1,0,0,0,0
14030,14030,41,1,0,0,0,0
14210,14210,117,2,0,0,0,0
14214,14214,208,1,0,0,0,0
14402,14402,168,2,0,0,0,0
14434,14434,4,0,0,0,0,0
14439,14439,35,1,0,0,0,0
14808,14808,369,1,0,0,0,0
15412,15412,188,1,0,0,0,0
15619,15619,188,1,0,0,0,0
15637,15637,484,2,0,0,0,0
18402,18402,30,1,0,0,0,0
18409,18409,1412,1,0,0,0,0
18635,18635,1654,2,0,0,0,0
18833,18833,110,2,0,0,0,0
19010,19010,282,3,0,0,0,0
20017,20017,1029,1,0,0,0,0
20030,20030,240,1,0,0,0,0
20203,20203,302,1,0,0,0,0
20206,20206,261,1,0,0,0,0
20235,20235,879,1,0,0,0,0
20260,20260,112,2,0,0,0,0
20261,20261,2949,0,0,0,0,0
20403,20403,182,1,0,0,0,0
20405,20405,239,0,0,0,0,0
20431,20431,203,1,0,0,0,0
20433,20433,33,1,0,0,0,0
20440,20440,621,0,0,0,0,0
20441,20441,209,1,0,0,0,0
20608,20608,441,2,0,0,0,0
20629,20629,218,2,0,0,0,0
20630,20630,102,2,0,0,0,0
20632,20632,183,1,0,0,0,0
20645,20645,0,1,0,0,0,0
20814,20814,243,1,0,0,0,0
20830,20830,19,1,0,0,0,0
22041,22041,326,1,0,0,0,0
22071,22071,200,0,0,0,0,0
22235,22235,229,1,0,0,0,0
22242,22242,92,2,0,0,0,0
22421,22421,435,0,0,0,0,0
22813,22813,0,2,0,0,0,0
24028,24028,743,1,0,0,0,0
24040,24040,885,1,0,0,0,0
20806,20806,0,1,0,0,0,0
24413,24413,510,2,0,0,0,0
24414,24414,98,2,0,0,0,0
25009,25009,313,1,0,0,0,0
612,612,330,1,0,0,0,0
617,617,256,1,0,0,0,0
813,813,199,1,0,0,0,0
817,817,533,1,0,0,0,0
828,828,418,0,0,0,0,0
1010,1010,134,0,0,0,0,0
1021,1021,427,1,0,0,0,0
1207,1207,19,0,0,0,0,0
1622,1622,49,0,0,0,0,0
24206,24206,1174,1,0,0,0,0
24207,24207,51,1,0,0,0,0
24217,24217,130,1,0,0,0,0
24221,24221,1173,1,0,0,0,0
25028,25028,1027,1,0,0,0,0
3,3,625,1,0,0,0,0
27,27,209,1,0,0,0,0
49,49,378,0,0,0,0,0
64,64,432,2,0,0,0,0
89,89,497,0,0,0,0,0
97,97,4129,0,0,0,0,0
104,104,167,0,0,0,0,0
105,105,1398,1,0,0,0,0
115,115,4162,1,0,0,0,0
124,124,216,2,0,0,0,0
37,37,149,1,0,0,0,0
48,48,815,0,0,0,0,0
55,55,389,0,0,0,0,0
61,61,3487,0,0,0,0,0
74,74,1202,1,0,0,0,0
75,75,216,0,0,0,0,0
628,628,1136,0,0,0,0,0
840,840,241,1,0,0,0,0
1011,1011,310,0,0,0,0,0
1019,1019,388,0,0,0,0,0
1022,1022,1453,0,0,0,0,0
1036,1036,1625,0,0,0,0,0
10811,10811,184,3,0,0,0,0
10816,10816,2,2,0,0,0,0
10823,10823,275,2,0,0,0,0
11004,11004,408,1,0,0,0,0
11005,11005,168,1,0,0,0,0
11012,11012,232,1,0,0,0,0
11035,11035,57,1,0,0,0,0
20423,20423,1141,1,0,0,0,0
20424,20424,185,1,0,0,0,0
20427,20427,61,1,0,0,0,0
20602,20602,142,1,0,0,0,0
4252,4252,177,2,0,0,0,0
4255,4255,1197,2,0,0,0,0
4258,4258,1432,2,0,0,0,0
1221,1221,180,1,0,0,0,0
1231,1231,189,0,0,0,0,0
1436,1436,495,0,0,0,0,0
1610,1610,517,1,0,0,0,0
1806,1806,1224,0,0,0,0,0
1815,1815,187,0,0,0,0,0
1819,1819,32,1,0,0,0,0
2201,2201,297,2,0,0,0,0
2204,2204,261,0,0,0,0,0
2412,2412,79,2,0,0,0,0
11209,11209,202,2,0,0,0,0
11210,11210,1090,2,0,0,0,0
11627,11627,276,1,0,0,0,0
11806,11806,1923,2,0,0,0,0
11830,11830,523,1,0,0,0,0
20619,20619,0,0,0,0,0,0
20626,20626,225,0,0,0,0,0
20627,20627,77,1,0,0,0,0
20638,20638,50,1,0,0,0,0
20654,20654,71,1,0,0,0,0
20655,20655,83,1,0,0,0,0
20805,20805,0,1,0,0,0,0
4810,4810,322,2,0,0,0,0
4825,4825,246,1,0,0,0,0
5016,5016,469,0,0,0,0,0
2413,2413,441,0,0,0,0,0
2604,2604,262,0,0,0,0,0
2621,2621,210,0,0,0,0,0
2638,2638,332,0,0,0,0,0
2641,2641,697,0,0,0,0,0
2820,2820,168,1,0,0,0,0
3009,3009,300,0,0,0,0,0
3028,3028,242,0,0,0,0,0
3216,3216,50,6,0,0,0,0
3401,3401,300,1,0,0,0,0
12004,12004,232,1,0,0,0,0
12201,12201,720,1,0,0,0,0
12209,12209,186,0,0,0,0,0
12223,12223,63,1,0,0,0,0
12245,12245,1165,0,0,0,0,0
20812,20812,485,1,0,0,0,0
20816,20816,0,2,0,0,0,0
20826,20826,0,1,0,0,0,0
20831,20831,0,1,0,0,0,0
20834,20834,4,1,0,0,0,0
20835,20835,43,1,0,0,0,0
20837,20837,6,2,0,0,0,0
20841,20841,11,5,0,0,0,0
22016,22016,268,0,0,0,0,0
6204,6204,102,1,0,0,0,0
6215,6215,147,1,0,0,0,0
3611,3611,201,1,0,0,0,0
3624,3624,250,1,0,0,0,0
4010,4010,1191,4,0,0,0,0
4033,4033,132,0,0,0,0,0
4035,4035,440,1,0,0,0,0
12403,12403,554,2,0,0,0,0
14018,14018,102,2,0,0,0,0
14025,14025,2698,2,0,0,0,0
14029,14029,252,2,0,0,0,0
22025,22025,4083,1,0,0,0,0
22032,22032,336,1,0,0,0,0
22049,22049,1285,4,0,0,0,0
22061,22061,76,0,0,0,0,0
22252,22252,861,0,0,0,0,0
6401,6401,77,0,0,0,0,0
6407,6407,115,1,0,0,0,0
6416,6416,55,1,0,0,0,0
6603,6603,312,1,0,0,0,0
6627,6627,17,1,0,0,0,0
6809,6809,72,0,0,0,0,0
4231,4231,267,1,0,0,0,0
4259,4259,1583,2,0,0,0,0
4406,4406,708,1,0,0,0,0
14218,14218,542,2,0,0,0,0
14221,14221,135,1,0,0,0,0
14401,14401,328,2,0,0,0,0
14634,14634,260,1,0,0,0,0
22601,22601,2041,2,0,0,0,0
22616,22616,815,0,0,0,0,0
22618,22618,1080,1,0,0,0,0
22625,22625,866,1,0,0,0,0
22628,22628,69,1,0,0,0,0
6811,6811,93,0,0,0,0,0
7003,7003,21,1,0,0,0,0
7006,7006,70,1,0,0,0,0
7029,7029,265,1,0,0,0,0
4603,4603,776,3,0,0,0,0
4609,4609,327,2,0,0,0,0
4622,4622,380,2,0,0,0,0
5015,5015,212,1,0,0,0,0
14816,14816,140,3,0,0,0,0
15003,15003,298,1,0,0,0,0
15005,15005,526,1,0,0,0,0
15206,15206,340,1,0,0,0,0
15214,15214,1666,1,0,0,0,0
15215,15215,222,2,0,0,0,0
22802,22802,1043,1,0,0,0,0
22809,22809,22,2,0,0,0,0
22818,22818,172,1,0,0,0,0
22820,22820,0,1,0,0,0,0
22830,22830,95,1,0,0,0,0
22838,22838,527,1,0,0,0,0
7204,7204,158,1,0,0,0,0
7206,7206,90,1,0,0,0,0
7207,7207,147,1,0,0,0,0
7240,7240,169,2,0,0,0,0
7423,7423,50,1,0,0,0,0
5049,5049,280,1,0,0,0,0
6002,6002,560,1,0,0,0,0
6222,6222,141,0,0,0,0,0
6415,6415,14,1,0,0,0,0
15634,15634,206,2,0,0,0,0
15805,15805,523,1,0,0,0,0
15817,15817,569,3,0,0,0,0
16003,16003,129,1,0,0,0,0
16022,16022,585,0,0,0,0,0
16026,16026,157,1,0,0,0,0
24004,24004,1087,1,0,0,0,0
24005,24005,318,0,0,0,0,0
24033,24033,612,1,0,0,0,0
24034,24034,999,0,0,0,0,0
7439,7439,119,1,0,0,0,0
7817,7817,3309,1,0,0,0,0
8020,8020,385,1,0,0,0,0
8025,8025,560,2,0,0,0,0
6611,6611,138,1,0,0,0,0
6614,6614,54,1,0,0,0,0
6616,6616,0,1,0,0,0,0
6618,6618,683,2,0,0,0,0
6623,6623,179,5,0,0,0,0
16037,16037,327,4,0,0,0,0
16044,16044,1069,0,0,0,0,0
16047,16047,199,3,0,0,0,0
16212,16212,924,3,0,0,0,0
16214,16214,1133,1,0,0,0,0
16222,16222,159,1,0,0,0,0
16227,16227,111,1,0,0,0,0
18018,18018,10168,1,0,0,0,0
24227,24227,154,1,0,0,0,0
24229,24229,884,1,0,0,0,0
24805,24805,207,0,0,0,0,0
8206,8206,259,1,0,0,0,0
8421,8421,595,1,0,0,0,0
8424,8424,576,1,0,0,0,0
8433,8433,57,2,0,0,0,0
8440,8440,76,2,0,0,0,0
6626,6626,26,1,0,0,0,0
6803,6803,47,1,0,0,0,0
7017,7017,287,1,0,0,0,0
18207,18207,418,2,0,0,0,0
18213,18213,1778,1,0,0,0,0
18407,18407,737,1,0,0,0,0
18419,18419,1208,1,0,0,0,0
18423,18423,211,2,0,0,0,0
18807,18807,2133,2,0,0,0,0
24817,24817,77,0,0,0,0,0
24823,24823,1161,1,0,0,0,0
24829,24829,343,0,0,0,0,0
25013,25013,329,1,0,0,0,0
25031,25031,243,0,0,0,0,0
33,33,903,1,0,0,0,0
45,45,3288,0,0,0,0,0
50,50,710,2,0,0,0,0
52,52,125,1,0,0,0,0
71,71,1605,0,0,0,0,0
93,93,3841,0,0,0,0,0
99,99,3501,0,0,0,0,0
101,101,513,0,0,0,0,0
10036,10036,202,1,0,0,0,0
10228,10228,6080,1,0,0,0,0
10416,10416,234,1,0,0,0,0
10448,10448,282,2,0,0,0,0
7414,7414,45,1,0,0,0,0
7417,7417,85,1,0,0,0,0
7426,7426,361,1,0,0,0,0
7427,7427,357,0,0,0,0,0
19006,19006,155,3,0,0,0,0
20022,20022,728,1,0,0,0,0
20056,20056,129,1,0,0,0,0
806,806,1322,0,0,0,0,0
1004,1004,154,2,0,0,0,0
1020,1020,1243,0,0,0,0,0
1034,1034,1093,0,0,0,0,0
1226,1226,325,0,0,0,0,0
1236,1236,145,1,0,0,0,0
1407,1407,415,0,0,0,0,0
10608,10608,605,0,0,0,0,0
10612,10612,740,1,0,0,0,0
10810,10810,34,2,0,0,0,0
11016,11016,351,2,0,0,0,0
11043,11043,49,1,0,0,0,0
11205,11205,164,1,0,0,0,0
7807,7807,1022,2,0,0,0,0
7813,7813,2000,0,0,0,0,0
8203,8203,633,2,0,0,0,0
8401,8401,114,1,0,0,0,0
8403,8403,310,2,0,0,0,0
8425,8425,79,1,0,0,0,0
20081,20081,244,1,0,0,0,0
20202,20202,338,1,0,0,0,0
1441,1441,336,1,0,0,0,0
1442,1442,53,2,0,0,0,0
1820,1820,84,0,0,0,0,0
2001,2001,253,3,0,0,0,0
2005,2005,1670,1,0,0,0,0
2007,2007,876,1,0,0,0,0
2437,2437,764,1,0,0,0,0
2613,2613,243,0,0,0,0,0
11603,11603,850,0,0,0,0,0
11605,11605,360,1,0,0,0,0
11612,11612,2842,3,0,0,0,0
11642,11642,2212,5,0,0,0,0
11810,11810,259,2,0,0,0,0
12255,12255,529,1,0,0,0,0
14001,14001,96,3,0,0,0,0
14003,14003,173,2,0,0,0,0
14006,14006,368,1,0,0,0,0
22246,22246,684,1,0,0,0,0
22404,22404,115,0,0,0,0,0
22435,22435,644,1,0,0,0,0
7411,7411,191,1,0,0,0,0
7430,7430,107,2,0,0,0,0
7437,7437,223,0,0,0,0,0
7608,7608,40,3,0,0,0,0
8213,8213,127,1,0,0,0,0
20020,20020,730,2,0,0,0,0
20037,20037,1945,1,0,0,0,0
20046,20046,98,1,0,0,0,0
20054,20054,73,2,0,0,0,0
20071,20071,163,2,0,0,0,0
20076,20076,317,2,0,0,0,0
20085,20085,537,1,0,0,0,0
20205,20205,1282,1,0,0,0,0
20207,20207,540,1,0,0,0,0
20220,20220,714,1,0,0,0,0
20401,20401,125,3,0,0,0,0
20413,20413,245,2,0,0,0,0
20610,20610,18,1,0,0,0,0
20643,20643,151,1,0,0,0,0
20827,20827,0,1,0,0,0,0
20829,20829,69,1,0,0,0,0
22008,22008,656,1,0,0,0,0
22026,22026,3472,2,0,0,0,0
22034,22034,206,1,0,0,0,0
20244,20244,362,2,0,0,0,0
20274,20274,471,2,0,0,0,0
20275,20275,215,1,0,0,0,0
22055,22055,812,2,0,0,0,0
22065,22065,38,2,0,0,0,0
22405,22405,167,1,0,0,0,0
22605,22605,341,1,0,0,0,0
22612,22612,366,2,0,0,0,0
22822,22822,25,1,0,0,0,0
24019,24019,212,1,0,0,0,0
24212,24212,116,1,0,0,0,0
24215,24215,238,1,0,0,0,0
24226,24226,209,1,0,0,0,0
24232,24232,252,0,0,0,0,0
24602,24602,447,2,0,0,0,0
24802,24802,272,1,0,0,0,0
24806,24806,64,2,0,0,0,0
24811,24811,100,0,0,0,0,0
24825,24825,217,1,0,0,0,0
25016,25016,31,1,0,0,0,0
25018,25018,161,0,0,0,0,0
25030,25030,533,2,0,0,0,0
1807,1807,769,0,0,0,0,0
1808,1808,162,0,0,0,0,0
1813,1813,2569,1,0,0,0,0
1814,1814,2097,0,0,0,0,0
2008,2008,3820,0,0,0,0,0
2013,2013,1918,1,0,0,0,0
2017,2017,418,1,0,0,0,0
2206,2206,199,0,0,0,0,0
2618,2618,658,1,0,0,0,0
2640,2640,295,0,0,0,0,0
2813,2813,171,0,0,0,0,0
2824,2824,107,0,0,0,0,0
14216,14216,180,2,0,0,0,0
14414,14414,525,1,0,0,0,0
14424,14424,336,2,0,0,0,0
14440,14440,83,0,0,0,0,0
14624,14624,737,1,0,0,0,0
22626,22626,613,1,0,0,0,0
22635,22635,106,1,0,0,0,0
22812,22812,99,1,0,0,0,0
22831,22831,273,0,0,0,0,0
24031,24031,386,3,0,0,0,0
8405,8405,176,3,0,0,0,0
8410,8410,211,2,0,0,0,0
10015,10015,232,1,0,0,0,0
10037,10037,442,1,0,0,0,0
3204,3204,1521,1,0,0,0,0
3416,3416,1357,0,0,0,0,0
3606,3606,198,1,0,0,0,0
4028,4028,3,0,0,0,0,0
4211,4211,321,1,0,0,0,0
4235,4235,139,1,0,0,0,0
4248,4248,96,2,0,0,0,0
4420,4420,569,1,0,0,0,0
15202,15202,863,2,0,0,0,0
15220,15220,1066,1,0,0,0,0
15417,15417,350,3,0,0,0,0
15418,15418,642,2,0,0,0,0
24032,24032,4002,1,0,0,0,0
24037,24037,411,1,0,0,0,0
24204,24204,165,0,0,0,0,0
24219,24219,33,0,0,0,0,0
24826,24826,245,1,0,0,0,0
24828,24828,69,1,0,0,0,0
25006,25006,88,0,0,0,0,0
25019,25019,123,0,0,0,0,0
25035,25035,182,2,0,0,0,0
10216,10216,0,1,0,0,0,0
10609,10609,708,0,0,0,0,0
10610,10610,476,1,0,0,0,0
10614,10614,600,1,0,0,0,0
4425,4425,145,1,0,0,0,0
4438,4438,291,0,0,0,0,0
4465,4465,526,0,0,0,0,0
4466,4466,448,2,0,0,0,0
4604,4604,167,1,0,0,0,0
4605,4605,42,1,0,0,0,0
4611,4611,519,1,0,0,0,0
15608,15608,231,1,0,0,0,0
9,9,833,3,0,0,0,0
10,10,499,1,0,0,0,0
19,19,137,2,0,0,0,0
39,39,1077,0,0,0,0,0
62,62,1159,0,0,0,0,0
73,73,5178,0,0,0,0,0
79,79,573,0,0,0,0,0
82,82,4026,0,0,0,0,0
92,92,5020,1,0,0,0,0
98,98,3376,0,0,0,0,0
111,111,757,0,0,0,0,0
413,413,111,1,0,0,0,0
10630,10630,133,1,0,0,0,0
10814,10814,46,4,0,0,0,0
10818,10818,905,2,0,0,0,0
10820,10820,1558,2,0,0,0,0
11006,11006,25,1,0,0,0,0
11026,11026,1143,1,0,0,0,0
11038,11038,65,1,0,0,0,0
11203,11203,280,2,0,0,0,0
4803,4803,305,1,0,0,0,0
4820,4820,261,1,0,0,0,0
5001,5001,211,1,0,0,0,0
5013,5013,368,0,0,0,0,0
16020,16020,577,2,0,0,0,0
16209,16209,775,3,0,0,0,0
16215,16215,2463,2,0,0,0,0
18004,18004,667,1,0,0,0,0
18026,18026,2512,2,0,0,0,0
18201,18201,97,2,0,0,0,0
18203,18203,262,3,0,0,0,0
427,427,1493,1,0,0,0,0
431,431,127,1,0,0,0,0
609,609,262,2,0,0,0,0
619,619,572,0,0,0,0,0
630,630,193,0,0,0,0,0
826,826,132,0,0,0,0,0
1017,1017,511,0,0,0,0,0
1205,1205,25,0,0,0,0,0
1220,1220,396,0,0,0,0,0
1223,1223,109,1,0,0,0,0
11415,11415,922,2,0,0,0,0
11422,11422,439,2,0,0,0,0
11607,11607,1130,1,0,0,0,0
11611,11611,2422,1,0,0,0,0
11624,11624,3138,2,0,0,0,0
5030,5030,127,1,0,0,0,0
5058,5058,1846,0,0,0,0,0
6014,6014,828,0,0,0,0,0
6205,6205,247,1,0,0,0,0
6208,6208,347,1,0,0,0,0
6214,6214,3,1,0,0,0,0
6421,6421,113,1,0,0,0,0
6610,6610,61,0,0,0,0,0
18418,18418,227,2,0,0,0,0
18617,18617,439,1,0,0,0,0
1821,1821,171,0,0,0,0,0
2002,2002,2361,0,0,0,0,0
2009,2009,249,3,0,0,0,0
2423,2423,176,1,0,0,0,0
2627,2627,133,1,0,0,0,0
12032,12032,815,1,0,0,0,0
12404,12404,648,1,0,0,0,0
12420,12420,2298,1,0,0,0,0
14004,14004,37,1,0,0,0,0
6621,6621,70,1,0,0,0,0
6805,6805,123,1,0,0,0,0
6806,6806,246,1,0,0,0,0
7028,7028,2059,1,0,0,0,0
7049,7049,744,0,0,0,0,0
18628,18628,462,2,0,0,0,0
19009,19009,44,4,0,0,0,0
19015,19015,172,1,0,0,0,0
2639,2639,253,1,0,0,0,0
2808,2808,385,1,0,0,0,0
3006,3006,229,1,0,0,0,0
3018,3018,7013,4,0,0,0,0
4011,4011,290,0,0,0,0,0
14201,14201,134,2,0,0,0,0
14207,14207,136,1,0,0,0,0
14209,14209,221,2,0,0,0,0
14408,14408,741,2,0,0,0,0
14416,14416,113,2,0,0,0,0
14603,14603,244,2,0,0,0,0
7235,7235,153,1,0,0,0,0
7416,7416,136,1,0,0,0,0
7424,7424,198,1,0,0,0,0
7810,7810,1132,2,0,0,0,0
20012,20012,216,2,0,0,0,0
20019,20019,287,1,0,0,0,0
20029,20029,603,1,0,0,0,0
20079,20079,154,0,0,0,0,0
4017,4017,916,1,0,0,0,0
4018,4018,94,0,0,0,0,0
4049,4049,462,1,0,0,0,0
4212,4212,208,1,0,0,0,0
4256,4256,310,1,0,0,0,0
4403,4403,832,1,0,0,0,0
4410,4410,127,2,0,0,0,0
14815,14815,307,3,0,0,0,0
8219,8219,259,1,0,0,0,0
